device_id,record_time,cpu_usage_percent,memory_usage_percent,temperature_celsius,online_flag
VMS-9485,2025-06-01 20:58:04,68.6,91.0,72.8,True
SEN-6121,2025-06-03 21:42:32,8.3,85.7,76.7,True
VMS-9055,2025-06-03 19:15:20,89.7,26.4,35.8,True
CAM-5320,2025-06-04 10:34:18,93.3,14.1,58.0,True
VMS-9055,2025-06-01 06:27:37,66.8,45.0,75.5,True
RSU-4083,2025-06-07 08:57:35,57.6,54.0,65.2,True
CAM-5320,2025-06-05 13:12:15,51.5,24.4,65.0,True
CAM-5720,2025-06-07 04:02:55,42.1,14.0,43.5,False
VMS-9055,2025-06-02 08:27:32,49.7,14.7,32.9,True
VMS-4540,2025-06-07 13:07:55,58.1,76.2,39.4,True
CAM-8906,2025-06-02 07:55:31,77.7,35.4,70.5,True
RSU-9703,2025-06-05 06:20:54,14.1,79.4,44.0,True
CAM-5720,2025-06-06 18:10:32,64.2,13.0,74.6,True
SEN-7909,2025-06-06 01:04:09,69.8,61.2,43.3,True
CAM-5720,2025-06-04 09:28:40,7.8,16.6,83.3,True
CAM-9540,2025-06-01 20:33:30,30.7,27.6,46.8,True
RSU-4083,2025-06-04 17:15:46,10.5,48.7,42.4,True
RSU-6684,2025-06-07 17:42:28,86.1,11.2,51.9,True
DEV-9259,2025-06-05 08:30:14,62.5,27.5,69.6,True
CAM-8906,2025-06-03 07:07:03,85.1,39.1,57.9,False
SEN-9448,2025-06-06 17:36:13,91.3,82.1,58.7,True
DEV-9259,2025-06-06 19:57:42,86.6,92.7,63.4,True
VMS-2566,2025-06-07 20:16:25,93.8,91.8,67.0,True
RSU-1640,2025-06-07 08:19:53,92.1,53.3,74.2,True
SEN-9219,2025-06-06 14:52:23,35.1,20.9,42.1,True
CAM-8906,2025-06-04 16:15:46,49.1,34.0,49.7,True
RSU-6684,2025-06-03 10:01:01,40.4,47.4,79.1,True
DEV-3696,2025-06-06 11:04:42,28.2,86.5,29.4,False
RSU-2876,2025-06-06 08:08:51,45.1,91.7,36.0,True
VMS-2566,2025-06-05 17:31:39,58.0,79.9,50.9,True
VMS-9485,2025-06-03 18:20:11,42.1,70.2,40.0,True
VMS-9055,2025-06-07 15:23:36,28.8,77.1,84.9,True
VMS-6450,2025-06-07 17:08:16,53.8,22.1,73.4,True
RSU-1640,2025-06-04 06:51:25,29.0,53.6,50.7,True
VMS-9485,2025-06-02 16:38:30,42.5,76.5,28.4,True
SEN-9219,2025-06-05 10:04:00,39.6,70.8,55.0,True
VMS-4540,2025-06-06 08:18:58,25.5,89.3,29.5,True
RSU-1640,2025-06-06 07:34:34,16.1,49.9,56.3,True
VMS-3279,2025-06-01 18:18:10,36.6,20.6,83.5,True
VMS-7793,2025-06-04 02:26:07,87.8,34.9,39.1,True
SEN-9448,2025-06-06 07:37:11,90.3,65.1,59.7,True
SEN-9448,2025-06-01 07:56:18,53.9,10.8,53.0,True
SEN-7909,2025-06-03 09:48:21,78.5,33.5,39.5,True
DEV-5141,2025-06-04 07:22:24,12.7,64.3,80.1,True
DEV-5141,2025-06-07 18:22:17,32.8,61.3,27.9,True
VMS-6450,2025-06-02 18:13:00,93.7,25.8,40.0,True
CAM-9540,2025-06-02 07:23:56,69.1,61.3,25.6,True
CAM-5720,2025-06-06 18:10:04,27.1,91.3,38.2,True
VMS-9055,2025-06-03 15:40:42,76.8,73.6,42.6,True
VMS-6450,2025-06-04 15:01:18,21.2,93.9,78.5,True
VMS-4540,2025-06-02 08:57:43,89.7,17.0,26.7,True
VMS-5226,2025-06-02 17:13:50,18.6,17.9,50.2,True
CAM-8906,2025-06-02 11:48:42,61.1,86.7,55.2,True
RSU-1640,2025-06-03 21:47:47,83.9,16.6,47.2,True
DEV-5141,2025-06-02 21:46:21,82.3,52.9,40.2,True
DEV-5777,2025-06-01 17:53:17,59.7,91.2,84.4,True
RSU-9703,2025-06-05 20:26:37,84.8,56.9,52.4,True
CAM-8906,2025-06-01 22:11:17,8.5,32.4,62.5,True
VMS-2566,2025-06-07 02:43:12,5.5,81.3,60.0,True
VMS-6450,2025-06-07 21:03:14,72.8,87.8,33.7,False
SEN-6121,2025-06-04 17:40:16,65.0,42.5,81.1,True
VMS-9485,2025-06-07 08:43:11,17.8,74.9,73.6,True
RSU-4083,2025-06-06 17:36:56,42.1,22.8,47.8,True
SEN-9219,2025-06-04 18:20:46,15.8,26.4,68.9,True
RSU-9703,2025-06-02 05:40:13,20.0,12.7,78.5,True
RSU-4083,2025-06-07 11:20:57,46.7,27.1,64.7,True
SEN-7909,2025-06-06 13:32:56,89.9,67.6,63.7,True
CAM-5320,2025-06-05 07:33:57,31.3,50.4,39.6,True
VMS-4540,2025-06-01 07:12:53,91.6,72.6,54.6,True
RSU-6684,2025-06-06 10:21:39,60.5,37.3,30.0,True
SEN-9219,2025-06-03 21:36:44,58.1,39.9,69.1,True
VMS-7793,2025-06-02 19:53:15,17.4,29.1,41.7,True
RSU-6684,2025-06-07 10:53:23,89.9,54.6,26.3,True
CAM-5320,2025-06-07 17:04:17,40.5,75.5,51.9,True
DEV-9259,2025-06-05 07:47:25,72.5,61.1,64.8,True
DEV-9259,2025-06-04 18:32:17,73.7,21.5,27.0,True
DEV-9259,2025-06-02 13:01:50,22.5,17.9,46.4,True
CAM-5320,2025-06-03 08:39:57,51.1,38.0,82.2,True
VMS-3279,2025-06-05 07:12:40,71.3,11.0,63.3,True
VMS-5226,2025-06-03 15:09:36,9.0,88.5,58.8,True
SEN-9113,2025-06-05 10:47:26,10.3,30.1,81.8,True
SEN-9448,2025-06-03 06:22:56,18.0,70.0,60.6,False
DEV-5777,2025-06-06 21:03:26,10.5,15.8,77.0,True
SEN-6121,2025-06-07 06:27:05,92.9,73.8,28.3,True
DEV-9259,2025-06-04 08:55:15,61.4,62.6,62.6,True
RSU-2876,2025-06-06 05:24:12,26.3,77.8,48.9,True
VMS-5226,2025-06-01 16:34:50,60.6,65.1,80.3,True
RSU-2412,2025-06-05 08:55:19,8.8,92.2,74.6,True
SEN-8721,2025-06-01 14:52:44,44.5,76.6,70.5,False
CAM-8906,2025-06-06 23:20:36,50.1,15.5,75.6,True
SEN-9219,2025-06-06 05:31:17,64.8,39.1,48.6,True
VMS-3279,2025-06-05 06:43:20,7.6,33.8,62.4,True
SEN-6121,2025-06-01 17:24:09,87.6,59.7,76.9,True
RSU-2412,2025-06-05 08:39:49,60.9,52.0,55.4,True
VMS-5226,2025-06-06 20:15:56,57.8,64.9,79.8,True
VMS-9055,2025-06-03 19:20:33,52.0,32.0,60.5,True
VMS-9485,2025-06-04 16:07:04,59.4,53.5,52.4,True
RSU-2876,2025-06-02 18:16:30,77.3,82.9,26.5,True
SEN-8721,2025-06-04 17:30:53,39.2,61.3,31.6,True
DEV-5777,2025-06-07 07:25:56,19.1,38.6,84.6,True
RSU-4083,2025-06-06 17:36:47,5.9,52.8,64.8,True
VMS-7793,2025-06-05 18:46:53,7.5,70.2,34.2,True
CAM-3584,2025-06-05 19:22:55,5.2,15.4,57.1,True
DEV-9259,2025-06-05 17:19:07,59.3,94.7,44.4,True
VMS-9485,2025-06-06 11:20:14,46.3,77.2,59.0,True
VMS-9485,2025-06-04 18:07:02,31.9,61.1,56.0,True
VMS-9485,2025-06-04 00:37:39,73.6,47.3,33.5,True
VMS-6450,2025-06-05 08:39:55,24.7,13.1,75.9,True
SEN-6121,2025-06-05 07:50:13,12.0,65.3,67.1,True
CAM-8906,2025-06-01 10:25:28,93.2,15.1,27.3,True
DEV-5777,2025-06-07 07:47:18,10.6,91.0,54.1,True
VMS-6450,2025-06-07 15:13:07,39.0,18.5,26.2,True
DEV-5141,2025-06-07 07:37:54,48.0,39.9,69.4,True
SEN-9219,2025-06-07 19:08:02,64.3,44.4,54.8,True
CAM-5094,2025-06-02 21:24:25,73.5,91.4,40.5,True
SEN-8721,2025-06-02 07:32:15,57.7,61.7,74.3,True
RSU-9703,2025-06-01 19:47:07,48.5,87.9,26.9,True
RSU-2412,2025-06-05 12:39:45,62.1,81.1,48.4,True
RSU-4083,2025-06-04 10:07:56,94.5,71.8,68.4,True
RSU-6684,2025-06-02 18:16:52,54.5,16.6,63.5,True
VMS-9485,2025-06-01 18:34:35,92.5,72.7,52.9,True
SEN-7909,2025-06-01 18:07:42,48.5,64.9,75.0,True
CAM-5094,2025-06-01 06:15:24,6.0,52.4,32.8,True
CAM-5094,2025-06-06 06:20:50,50.9,27.8,31.6,True
VMS-4540,2025-06-02 14:17:10,70.8,27.0,52.0,True
RSU-9703,2025-06-02 17:51:25,53.6,58.1,47.6,True
DEV-5777,2025-06-07 10:37:20,77.9,44.6,84.5,True
VMS-9485,2025-06-05 22:42:21,85.9,64.1,78.5,True
SEN-8721,2025-06-07 18:19:19,13.1,27.6,78.1,True
CAM-8906,2025-06-05 00:40:37,17.5,11.6,70.9,True
DEV-3696,2025-06-01 20:33:40,69.9,91.8,74.7,True
RSU-2876,2025-06-01 12:37:48,92.9,61.3,42.7,True
SEN-9113,2025-06-07 19:03:43,81.2,41.7,50.1,True
VMS-4540,2025-06-01 18:22:48,37.1,62.6,37.7,True
CAM-5094,2025-06-03 07:31:27,55.9,72.2,57.8,True
SEN-9113,2025-06-02 12:04:07,67.6,41.1,70.1,True
VMS-3279,2025-06-07 10:21:48,17.3,94.5,46.8,True
VMS-3279,2025-06-04 11:58:01,72.7,40.4,27.8,True
RSU-6684,2025-06-06 17:42:54,80.5,27.6,46.1,True
CAM-5320,2025-06-04 09:37:13,19.4,46.2,84.7,True
DEV-5777,2025-06-03 10:04:45,40.1,29.6,69.7,True
SEN-7909,2025-06-02 17:10:42,40.9,71.7,81.5,True
SEN-8721,2025-06-06 19:09:06,61.1,13.9,44.9,True
RSU-9703,2025-06-03 07:08:26,93.7,39.7,57.3,True
SEN-7909,2025-06-01 00:50:51,29.1,12.0,50.3,True
VMS-9055,2025-06-07 06:44:39,26.5,43.1,64.3,True
DEV-5141,2025-06-07 19:56:49,40.7,12.2,59.4,True
RSU-2876,2025-06-02 08:12:43,59.8,10.3,38.4,True
CAM-5320,2025-06-06 19:31:18,53.0,79.8,38.3,True
VMS-9055,2025-06-03 06:03:33,58.0,80.6,49.7,True
VMS-2566,2025-06-06 06:29:35,32.7,39.6,27.4,True
CAM-5094,2025-06-05 11:54:21,89.6,38.6,54.1,True
RSU-2876,2025-06-07 17:23:09,79.1,87.3,26.3,False
CAM-8906,2025-06-05 20:06:07,24.4,92.8,37.2,True
DEV-3696,2025-06-07 19:03:05,87.5,15.0,34.9,True
VMS-2566,2025-06-01 08:08:14,39.5,70.9,78.5,True
CAM-5094,2025-06-06 08:00:57,33.0,82.3,67.7,True
SEN-9219,2025-06-05 19:39:09,67.6,74.6,59.7,True
DEV-5141,2025-06-07 21:28:56,11.3,64.1,35.8,True
CAM-5720,2025-06-01 08:29:46,20.9,49.4,41.1,True
CAM-5320,2025-06-03 08:40:54,54.3,93.7,56.9,True
CAM-5320,2025-06-04 18:20:22,57.0,67.5,36.8,True
VMS-5226,2025-06-04 02:55:25,9.1,19.9,44.3,True
DEV-9259,2025-06-03 19:27:30,79.3,52.9,62.2,True
SEN-6121,2025-06-02 12:01:56,74.6,70.7,33.4,True
VMS-7793,2025-06-04 16:59:07,82.5,24.6,39.9,True
RSU-2412,2025-06-07 19:27:23,15.8,41.9,84.9,True
VMS-9485,2025-06-06 16:00:52,29.0,61.8,39.8,True
RSU-4083,2025-06-05 07:30:15,18.5,73.4,43.8,True
VMS-6450,2025-06-05 09:42:04,30.7,70.2,41.8,True
VMS-7793,2025-06-06 02:16:53,23.7,36.5,60.7,False
RSU-2412,2025-06-03 13:46:43,90.9,33.8,59.5,True
RSU-2876,2025-06-07 23:14:21,72.0,30.2,40.4,True
SEN-9113,2025-06-02 19:03:45,26.2,90.3,36.7,True
RSU-2876,2025-06-05 07:40:00,61.8,90.4,83.7,True
VMS-9485,2025-06-07 20:52:33,80.0,22.2,63.9,True
VMS-3279,2025-06-02 16:56:42,40.0,65.4,83.8,True
SEN-8721,2025-06-04 11:03:36,49.2,65.7,74.8,True
VMS-6450,2025-06-01 17:48:31,13.0,22.4,50.9,True
DEV-3696,2025-06-02 09:01:18,58.2,11.9,39.2,True
SEN-9219,2025-06-04 13:50:10,56.2,37.7,73.9,True
VMS-5226,2025-06-07 17:58:08,81.8,35.6,64.0,True
RSU-2412,2025-06-04 17:44:20,85.9,15.4,54.0,True
SEN-9219,2025-06-07 07:35:07,44.1,51.2,62.0,True
VMS-6450,2025-06-06 09:06:28,25.2,72.3,66.0,True
SEN-9113,2025-06-05 01:45:35,36.3,30.8,36.2,True
SEN-9113,2025-06-02 20:41:33,73.8,65.0,71.4,True
DEV-3696,2025-06-01 18:46:53,55.2,17.8,44.2,True
SEN-7909,2025-06-05 13:08:07,55.1,60.6,47.2,True
DEV-3696,2025-06-02 07:16:28,58.7,83.8,82.4,True
VMS-9055,2025-06-02 16:41:53,29.4,59.4,27.1,True
VMS-7793,2025-06-03 21:32:39,78.4,53.6,30.1,True
DEV-5777,2025-06-02 08:33:35,29.2,63.8,78.5,True
VMS-5226,2025-06-06 08:38:05,90.5,75.0,28.2,True
DEV-5777,2025-06-01 07:42:50,63.2,91.1,42.1,True
VMS-4540,2025-06-03 18:04:47,93.7,53.3,37.4,True
RSU-2412,2025-06-07 17:23:13,84.2,55.0,32.2,True
VMS-2566,2025-06-04 19:38:05,67.5,68.0,58.9,True
CAM-5094,2025-06-02 06:12:27,31.6,29.0,37.4,True
SEN-9448,2025-06-07 07:01:50,23.2,81.5,56.7,False
CAM-5320,2025-06-04 07:43:38,11.7,22.5,29.3,True
RSU-2412,2025-06-07 04:40:29,92.1,28.4,30.5,True
CAM-8906,2025-06-03 18:16:34,5.3,79.6,42.3,True
SEN-9113,2025-06-01 17:07:47,5.9,29.2,71.2,True
RSU-4083,2025-06-04 19:36:56,13.6,63.8,42.9,True
DEV-9259,2025-06-02 17:21:59,44.8,70.7,75.6,True
CAM-5320,2025-06-02 13:36:26,48.0,27.2,40.1,True
CAM-3584,2025-06-05 16:17:00,9.0,81.4,75.7,True
SEN-6121,2025-06-07 17:36:09,38.8,55.8,61.2,True
SEN-9113,2025-06-03 13:42:21,17.4,83.4,58.4,True
CAM-5094,2025-06-02 19:06:56,70.6,52.5,58.7,True
VMS-7793,2025-06-02 14:41:57,29.0,65.1,29.3,True
SEN-9219,2025-06-04 07:37:09,60.4,22.6,54.7,True
VMS-2566,2025-06-06 21:50:24,21.0,29.4,31.6,True
RSU-1640,2025-06-04 08:34:54,53.4,42.9,78.2,True
CAM-5720,2025-06-07 16:55:18,50.5,23.6,58.3,True
SEN-9219,2025-06-01 18:16:07,32.0,37.1,45.0,True
CAM-9540,2025-06-06 18:27:16,15.8,58.3,43.1,True
VMS-5226,2025-06-02 15:50:54,87.3,35.2,81.8,True
RSU-4083,2025-06-03 15:12:50,40.2,15.3,32.8,True
DEV-9259,2025-06-04 23:23:36,86.2,92.5,46.7,True
CAM-5320,2025-06-06 15:03:33,56.4,50.8,30.5,True
CAM-9540,2025-06-03 08:41:26,44.6,19.0,53.6,True
VMS-2566,2025-06-05 08:09:54,52.9,45.8,60.8,False
CAM-3584,2025-06-07 21:05:12,64.5,68.3,50.6,True
DEV-3696,2025-06-02 18:13:36,30.4,36.0,76.6,True
RSU-2876,2025-06-06 18:32:27,12.3,57.4,59.7,True
RSU-2876,2025-06-07 18:10:29,8.9,34.9,29.4,True
SEN-8721,2025-06-02 21:12:55,34.9,87.1,81.2,True
CAM-5720,2025-06-03 08:45:11,42.5,17.2,63.7,True
SEN-7909,2025-06-06 07:35:19,90.5,88.5,26.4,True
VMS-5226,2025-06-05 06:39:45,75.5,67.0,58.9,True
DEV-5777,2025-06-04 08:26:37,53.6,15.6,72.2,True
VMS-4540,2025-06-02 06:59:32,5.7,56.4,80.5,True
SEN-9219,2025-06-06 09:51:30,51.7,33.3,83.3,False
VMS-3279,2025-06-02 09:26:47,61.1,40.0,36.6,True
SEN-8721,2025-06-01 18:06:09,17.5,19.2,49.1,True
SEN-8721,2025-06-04 19:43:09,86.9,75.6,76.1,True
VMS-9485,2025-06-03 20:29:18,31.5,89.2,75.5,True
VMS-5226,2025-06-07 05:13:44,58.0,13.3,81.1,True
VMS-9055,2025-06-05 13:19:13,37.1,79.5,71.5,True
VMS-9055,2025-06-04 12:26:13,6.6,45.2,69.2,True
VMS-9485,2025-06-01 08:11:40,6.2,64.5,29.0,True
CAM-5320,2025-06-05 15:45:56,24.2,84.5,42.7,True
SEN-6121,2025-06-02 06:42:32,28.9,44.4,49.1,True
SEN-6121,2025-06-03 17:52:40,46.0,20.5,49.0,True
VMS-7793,2025-06-01 22:49:05,20.0,30.3,37.2,True
VMS-4540,2025-06-06 23:26:17,8.8,52.0,31.6,True
CAM-9540,2025-06-06 08:21:51,91.1,19.5,28.1,True
SEN-6121,2025-06-05 18:26:39,15.3,66.8,68.0,True
RSU-2876,2025-06-05 10:26:35,77.0,72.3,75.1,True
VMS-9055,2025-06-04 08:51:28,11.0,55.4,64.5,True
RSU-9703,2025-06-02 18:44:45,20.3,84.4,83.6,True
CAM-3584,2025-06-04 16:25:57,50.1,92.9,62.0,True
SEN-9219,2025-06-04 10:02:33,34.0,24.3,25.2,True
CAM-5094,2025-06-03 08:16:13,68.4,42.6,81.7,True
DEV-9259,2025-06-07 18:51:24,89.6,85.0,49.3,True
CAM-9540,2025-06-06 11:55:06,33.0,23.9,65.0,True
RSU-2876,2025-06-04 17:05:29,26.6,11.9,65.6,True
RSU-4083,2025-06-04 08:38:05,23.4,83.2,74.3,True
VMS-3279,2025-06-03 15:34:59,36.6,13.9,31.8,True
SEN-9448,2025-06-01 19:11:05,52.0,41.6,39.1,True
DEV-9259,2025-06-07 08:27:21,77.2,83.7,68.5,True
SEN-8721,2025-06-04 10:27:59,89.2,55.0,54.9,True
SEN-6121,2025-06-06 08:34:07,26.1,75.3,54.6,False
DEV-5141,2025-06-05 09:16:41,62.6,44.4,64.7,False
VMS-5226,2025-06-06 10:25:05,80.6,52.2,45.5,True
RSU-1640,2025-06-01 13:59:42,32.8,32.3,37.5,True
VMS-7793,2025-06-07 00:40:45,72.3,52.5,34.4,True
DEV-9259,2025-06-06 19:14:59,85.1,19.6,75.3,True
VMS-9055,2025-06-01 04:55:55,39.8,16.4,44.0,True
VMS-2566,2025-06-04 17:39:33,17.6,93.8,40.3,True
RSU-2876,2025-06-02 17:22:45,21.1,82.8,74.9,True
VMS-2566,2025-06-06 19:35:48,23.2,90.9,60.5,True
DEV-5777,2025-06-07 17:42:33,95.0,53.9,60.2,True
RSU-4083,2025-06-06 07:46:29,70.4,16.4,38.6,True
VMS-6450,2025-06-05 20:03:58,28.5,40.5,70.4,True
CAM-9540,2025-06-01 19:45:43,29.5,77.4,75.3,True
RSU-1640,2025-06-02 08:09:46,41.3,82.9,78.5,True
RSU-2412,2025-06-01 17:59:44,21.9,64.5,79.0,True
SEN-9448,2025-06-04 22:58:16,9.5,13.1,54.7,True
DEV-5141,2025-06-04 07:36:14,88.4,50.3,41.6,True
DEV-5141,2025-06-05 07:36:05,81.2,28.5,72.6,True
SEN-9113,2025-06-02 09:36:47,18.1,51.6,53.8,True
RSU-4083,2025-06-04 07:45:01,88.1,85.2,61.1,False
RSU-1640,2025-06-01 19:39:56,26.8,77.0,76.5,True
RSU-1640,2025-06-03 17:32:32,21.6,67.5,41.5,True
CAM-5094,2025-06-05 18:55:39,89.4,66.8,46.5,True
RSU-4083,2025-06-02 09:34:38,58.2,63.5,76.5,True
CAM-5320,2025-06-02 08:22:53,14.4,70.8,29.7,True
SEN-9219,2025-06-02 21:05:38,77.9,84.3,42.9,True
SEN-9219,2025-06-01 05:45:39,15.6,87.7,35.8,True
RSU-2876,2025-06-05 21:32:16,92.3,93.5,84.5,True
VMS-9055,2025-06-04 01:58:58,58.0,29.9,78.0,True
RSU-9703,2025-06-04 17:00:13,71.5,21.5,76.1,True
SEN-9219,2025-06-03 07:28:16,89.6,91.0,67.0,False
DEV-5141,2025-06-03 08:43:21,74.1,68.5,48.0,True
SEN-6121,2025-06-06 07:21:58,49.5,74.8,28.7,True
RSU-2412,2025-06-03 17:06:11,51.9,57.9,55.2,True
RSU-1640,2025-06-06 18:58:30,19.1,93.6,25.9,True
CAM-5720,2025-06-02 07:35:18,52.2,82.0,45.9,True
CAM-5320,2025-06-01 23:29:30,11.7,67.4,36.2,True
RSU-2412,2025-06-02 08:29:16,39.3,42.8,84.9,True
VMS-5226,2025-06-05 19:04:33,53.4,72.4,51.9,True
VMS-9055,2025-06-05 20:42:05,75.9,72.6,52.3,True
CAM-5094,2025-06-07 22:01:38,22.6,54.1,53.1,True
RSU-2876,2025-06-07 17:56:15,20.3,84.4,74.1,True
RSU-9703,2025-06-02 02:53:25,54.4,82.0,27.9,True
CAM-5720,2025-06-06 07:59:24,32.2,38.9,49.8,False
VMS-9055,2025-06-02 20:15:34,9.2,76.0,80.5,True
SEN-9113,2025-06-02 07:21:51,38.5,40.3,47.5,True
CAM-5320,2025-06-07 08:02:39,36.3,79.0,59.2,True
RSU-6684,2025-06-05 15:39:18,86.1,70.0,48.3,True
DEV-5777,2025-06-05 07:35:56,44.1,70.6,54.6,False
CAM-5720,2025-06-05 17:34:25,46.4,43.8,73.4,True
VMS-2566,2025-06-03 07:22:12,5.1,54.5,74.2,True
SEN-8721,2025-06-04 07:49:22,18.9,76.4,81.7,True
VMS-9055,2025-06-04 16:19:24,14.2,41.7,33.3,True
DEV-9259,2025-06-07 17:56:10,55.2,88.5,48.1,True
SEN-6121,2025-06-04 10:33:09,75.3,57.7,60.5,False
RSU-2876,2025-06-01 18:09:36,65.7,56.2,25.9,True
CAM-5094,2025-06-07 08:41:39,43.5,88.8,83.5,True
CAM-3584,2025-06-04 12:18:09,38.5,27.1,68.3,False
SEN-8721,2025-06-06 21:49:12,38.5,29.7,62.0,True
SEN-9448,2025-06-06 08:09:08,12.3,45.2,29.5,True
DEV-9259,2025-06-06 14:18:29,78.1,31.9,80.3,True
SEN-9113,2025-06-07 10:40:39,59.7,80.0,65.0,True
SEN-9113,2025-06-04 12:47:44,93.6,65.9,46.2,True
CAM-5320,2025-06-01 09:57:05,28.8,54.6,68.2,True
SEN-7909,2025-06-06 10:33:34,47.7,85.4,36.6,True
RSU-4083,2025-06-05 18:39:51,32.3,16.8,67.9,True
SEN-8721,2025-06-03 11:40:46,11.6,17.8,29.3,True
SEN-9219,2025-06-06 15:47:43,71.9,37.3,57.3,True
VMS-4540,2025-06-07 17:38:51,13.4,33.1,33.8,True
VMS-7793,2025-06-03 11:06:02,32.3,92.6,42.9,True
VMS-6450,2025-06-06 16:39:04,77.4,81.7,76.9,True
VMS-6450,2025-06-06 07:36:02,73.3,38.3,71.6,True
SEN-9113,2025-06-07 17:13:09,52.5,85.1,61.0,True
DEV-3696,2025-06-02 09:46:44,47.4,38.5,39.2,True
DEV-3696,2025-06-04 16:57:39,78.6,21.6,51.7,True
SEN-9219,2025-06-07 17:05:45,68.1,17.2,73.9,True
VMS-3279,2025-06-07 22:43:51,69.3,77.8,74.6,True
CAM-5094,2025-06-01 15:32:10,55.8,63.6,48.4,True
DEV-3696,2025-06-06 19:47:41,70.5,57.8,79.5,True
VMS-7793,2025-06-04 04:10:52,90.8,33.8,55.2,True
SEN-7909,2025-06-06 17:10:14,72.3,58.3,43.1,True
CAM-5320,2025-06-04 08:39:59,75.9,48.9,50.9,True
RSU-2412,2025-06-01 18:36:12,35.8,45.8,74.7,False
VMS-6450,2025-06-07 08:12:07,80.0,66.4,62.6,True
RSU-2412,2025-06-04 05:38:47,15.3,15.8,67.4,True
RSU-2412,2025-06-03 06:07:26,26.8,27.6,58.7,True
DEV-5141,2025-06-02 09:59:34,87.7,35.1,55.1,True
VMS-7793,2025-06-01 08:32:05,36.7,25.2,39.0,False
RSU-9703,2025-06-05 19:30:46,53.0,55.8,57.6,True
RSU-9703,2025-06-06 09:46:18,20.7,40.8,79.8,True
VMS-2566,2025-06-02 07:47:39,36.4,86.3,77.3,True
RSU-1640,2025-06-01 08:12:37,13.2,80.2,76.7,True
RSU-1640,2025-06-05 07:29:18,48.1,48.7,29.2,True
CAM-5720,2025-06-04 18:41:41,75.2,30.9,31.6,True
VMS-2566,2025-06-03 17:55:38,23.1,90.0,27.4,True
RSU-2876,2025-06-06 03:55:48,33.8,45.8,56.2,True
DEV-5777,2025-06-04 18:05:36,77.3,72.1,42.1,True
RSU-2412,2025-06-02 07:56:24,6.3,32.3,42.8,True
VMS-3279,2025-06-01 17:32:27,28.4,75.3,29.7,True
VMS-7793,2025-06-03 07:27:35,64.8,67.3,47.8,True
SEN-8721,2025-06-01 19:40:55,67.9,89.8,40.1,True
RSU-6684,2025-06-01 17:04:58,23.9,94.7,33.3,True
CAM-3584,2025-06-06 11:24:02,22.3,20.2,83.4,True
SEN-9448,2025-06-01 06:04:40,52.7,51.7,34.5,True
CAM-8906,2025-06-01 17:20:21,66.6,92.8,48.6,True
DEV-9259,2025-06-05 02:40:14,37.2,34.7,83.4,True
SEN-7909,2025-06-06 17:51:00,75.8,92.6,56.4,True
DEV-5777,2025-06-02 04:53:25,14.0,20.4,32.6,True
VMS-9485,2025-06-01 00:49:41,56.8,28.0,50.3,True
VMS-7793,2025-06-03 09:35:39,81.8,53.1,27.7,True
VMS-6450,2025-06-06 12:27:15,51.6,10.2,59.8,True
CAM-9540,2025-06-06 11:22:45,46.9,15.9,80.6,True
CAM-3584,2025-06-05 21:53:03,18.6,69.0,65.3,True
CAM-3584,2025-06-01 11:48:09,74.8,76.7,47.0,True
SEN-6121,2025-06-04 06:16:43,72.1,84.5,77.7,True
VMS-3279,2025-06-03 18:19:46,72.9,80.6,82.7,True
DEV-5777,2025-06-02 06:01:17,68.9,20.7,27.4,True
SEN-9448,2025-06-07 13:17:35,22.5,36.3,60.7,True
RSU-2876,2025-06-03 16:40:08,39.5,43.6,52.9,True
CAM-3584,2025-06-01 16:24:16,48.3,31.6,41.7,True
SEN-7909,2025-06-05 21:13:45,71.1,14.4,67.2,True
DEV-9259,2025-06-03 09:34:42,80.1,82.7,60.1,True
RSU-4083,2025-06-04 06:20:23,31.5,75.0,48.3,True
VMS-2566,2025-06-01 10:52:49,21.1,35.0,34.4,False
VMS-6450,2025-06-02 23:40:25,54.7,93.1,36.2,True
DEV-5777,2025-06-01 12:54:26,52.7,25.0,38.0,True
RSU-2412,2025-06-07 08:05:47,91.5,75.8,64.7,True
SEN-9113,2025-06-03 03:47:27,10.5,80.2,42.4,True
SEN-8721,2025-06-02 14:04:59,75.6,41.1,74.7,True
RSU-2876,2025-06-04 18:34:22,76.1,76.7,53.5,True
RSU-2876,2025-06-07 13:25:51,44.7,39.8,50.1,True
CAM-5320,2025-06-04 23:33:35,11.1,32.2,27.6,True
RSU-1640,2025-06-07 07:12:52,70.7,73.9,40.0,True
CAM-5094,2025-06-06 17:06:38,93.5,44.7,28.4,True
CAM-5320,2025-06-03 06:34:52,73.1,31.2,25.3,True
DEV-9259,2025-06-07 20:37:49,21.6,60.3,40.6,True
CAM-5320,2025-06-03 09:41:17,51.7,63.3,42.1,True
VMS-9055,2025-06-06 17:35:30,70.3,23.6,48.2,True
CAM-5320,2025-06-03 08:00:39,88.3,14.2,50.7,True
DEV-9259,2025-06-04 18:09:13,13.8,94.4,79.3,True
VMS-2566,2025-06-06 23:56:35,76.7,48.0,39.5,True
VMS-5226,2025-06-04 22:50:32,87.5,27.3,35.5,True
VMS-9055,2025-06-06 12:50:44,20.2,43.3,42.8,True
VMS-3279,2025-06-06 17:57:33,84.8,27.7,27.4,True
RSU-1640,2025-06-05 08:38:00,89.3,92.7,40.2,False
