device_id,alarm_time,alarm_type,alarm_level,description
CAM-5720,2025-06-03 17:10:16,通讯中断,critical,与中心服务器通信中断，最后心跳时间78分钟前
VMS-7793,2025-06-03 07:27:34,内存不足,medium,内存使用率达到90%，接近物理内存上限
SEN-6121,2025-06-01 17:25:34,传感器失效,high,传感器A相连续9次数据采集失败
RSU-1640,2025-06-05 08:00:11,设备离线,low,设备检测到通信中断，已超过55分钟未收到心跳信号
SEN-7909,2025-06-07 05:17:27,内存不足,medium,内存使用率达到85%，接近物理内存上限
SEN-9219,2025-06-03 08:45:10,传感器失效,high,传感器A相连续3次数据采集失败
CAM-5094,2025-06-07 08:22:07,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
CAM-3584,2025-06-04 19:33:11,数据异常,high,检测到异常数据波动，数值偏离正常范围34%
RSU-2876,2025-06-02 21:02:03,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
RSU-4083,2025-06-04 10:37:23,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
DEV-5141,2025-06-01 17:00:17,设备离线,low,设备检测到通信中断，已超过57分钟未收到心跳信号
DEV-3696,2025-06-07 09:08:51,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
SEN-6121,2025-06-01 00:29:20,网络延迟,low,网络延迟达到864ms，数据传输可能出现丢包
RSU-1640,2025-06-02 06:03:09,设备离线,low,设备检测到通信中断，已超过34分钟未收到心跳信号
RSU-1640,2025-06-05 20:44:28,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
VMS-6450,2025-06-04 11:08:59,网络延迟,low,网络延迟达到866ms，数据传输可能出现丢包
SEN-9448,2025-06-02 08:00:02,内存不足,medium,内存使用率达到93%，接近物理内存上限
DEV-9259,2025-06-06 08:07:16,通讯中断,critical,与中心服务器通信中断，最后心跳时间105分钟前
VMS-5226,2025-06-06 09:50:48,设备离线,low,设备检测到通信中断，已超过31分钟未收到心跳信号
CAM-8906,2025-06-02 16:49:13,设备离线,low,设备检测到通信中断，已超过27分钟未收到心跳信号
CAM-3584,2025-06-03 19:32:35,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
SEN-7909,2025-06-05 19:15:00,传感器失效,high,传感器C相连续4次数据采集失败
RSU-9703,2025-06-04 07:13:08,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-9540,2025-06-05 12:44:14,CPU过载,medium,CPU使用率持续超过97%，可能影响设备正常运行
RSU-9703,2025-06-04 19:03:11,传感器失效,high,传感器A相连续8次数据采集失败
CAM-5094,2025-06-02 07:41:58,内存不足,medium,内存使用率达到88%，接近物理内存上限
DEV-3696,2025-06-02 06:14:34,传感器失效,high,传感器主传感器连续6次数据采集失败
DEV-3696,2025-06-04 18:29:09,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
SEN-9219,2025-06-07 00:23:52,数据异常,high,检测到异常数据波动，数值偏离正常范围50%
DEV-5777,2025-06-04 15:44:17,数据异常,high,检测到异常数据波动，数值偏离正常范围30%
VMS-6450,2025-06-01 11:15:13,设备离线,low,设备检测到通信中断，已超过32分钟未收到心跳信号
DEV-9259,2025-06-07 13:19:29,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
RSU-2412,2025-06-04 22:00:43,通讯中断,critical,与中心服务器通信中断，最后心跳时间56分钟前
SEN-7909,2025-06-01 08:06:38,网络延迟,low,网络延迟达到2284ms，数据传输可能出现丢包
VMS-9485,2025-06-01 19:06:07,网络延迟,low,网络延迟达到659ms，数据传输可能出现丢包
SEN-9219,2025-06-03 19:38:55,传感器失效,high,传感器B相连续4次数据采集失败
RSU-1640,2025-06-03 08:38:15,温度过高,high,设备温度达到92°C，超过正常工作温度范围
DEV-5777,2025-06-01 11:53:45,温度过高,high,设备温度达到73°C，超过正常工作温度范围
VMS-3279,2025-06-07 00:14:47,设备离线,low,设备检测到通信中断，已超过36分钟未收到心跳信号
SEN-9113,2025-06-07 21:02:58,内存不足,medium,内存使用率达到87%，接近物理内存上限
RSU-6684,2025-06-04 22:26:23,传感器失效,high,传感器主传感器连续9次数据采集失败
CAM-9540,2025-06-01 08:15:33,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-8906,2025-06-04 17:51:08,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
VMS-4540,2025-06-07 01:46:48,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
CAM-5720,2025-06-02 08:14:36,温度过高,high,设备温度达到94°C，超过正常工作温度范围
DEV-5141,2025-06-01 18:36:06,温度过高,high,设备温度达到73°C，超过正常工作温度范围
SEN-7909,2025-06-01 07:34:50,温度过高,high,设备温度达到70°C，超过正常工作温度范围
DEV-9259,2025-06-03 17:03:19,内存不足,medium,内存使用率达到92%，接近物理内存上限
CAM-5320,2025-06-06 06:21:57,网络延迟,low,网络延迟达到2831ms，数据传输可能出现丢包
CAM-9540,2025-06-04 13:44:19,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
VMS-5226,2025-06-06 08:56:58,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
DEV-5777,2025-06-07 22:21:16,内存不足,medium,内存使用率达到93%，接近物理内存上限
CAM-3584,2025-06-01 00:48:30,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
VMS-2566,2025-06-03 08:05:44,传感器失效,high,传感器A相连续3次数据采集失败
SEN-6121,2025-06-07 14:44:05,内存不足,medium,内存使用率达到85%，接近物理内存上限
SEN-6121,2025-06-05 06:50:28,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
SEN-8721,2025-06-02 09:41:08,内存不足,medium,内存使用率达到97%，接近物理内存上限
SEN-9448,2025-06-01 19:54:43,内存不足,medium,内存使用率达到87%，接近物理内存上限
CAM-9540,2025-06-03 16:07:49,网络延迟,low,网络延迟达到2096ms，数据传输可能出现丢包
VMS-4540,2025-06-05 20:50:10,设备离线,low,设备检测到通信中断，已超过20分钟未收到心跳信号
VMS-9485,2025-06-01 12:55:40,内存不足,medium,内存使用率达到95%，接近物理内存上限
SEN-6121,2025-06-03 15:28:12,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
CAM-3584,2025-06-05 08:40:39,数据异常,high,检测到异常数据波动，数值偏离正常范围50%
CAM-9540,2025-06-06 08:46:35,传感器失效,high,传感器A相连续9次数据采集失败
CAM-9540,2025-06-05 16:36:38,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
VMS-2566,2025-06-06 17:24:29,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
DEV-3696,2025-06-02 00:03:23,传感器失效,high,传感器C相连续5次数据采集失败
RSU-6684,2025-06-01 11:17:54,内存不足,medium,内存使用率达到91%，接近物理内存上限
RSU-6684,2025-06-05 07:30:57,通讯中断,critical,与中心服务器通信中断，最后心跳时间54分钟前
VMS-7793,2025-06-05 19:07:13,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-5720,2025-06-07 17:42:48,网络延迟,low,网络延迟达到1881ms，数据传输可能出现丢包
RSU-9703,2025-06-01 08:22:28,通讯中断,critical,与中心服务器通信中断，最后心跳时间118分钟前
VMS-6450,2025-06-02 07:35:41,温度过高,high,设备温度达到76°C，超过正常工作温度范围
SEN-8721,2025-06-03 07:21:14,通讯中断,critical,与中心服务器通信中断，最后心跳时间53分钟前
VMS-2566,2025-06-04 14:12:33,内存不足,medium,内存使用率达到88%，接近物理内存上限
SEN-9219,2025-06-01 21:50:38,内存不足,medium,内存使用率达到98%，接近物理内存上限
RSU-9703,2025-06-03 18:53:10,温度过高,high,设备温度达到94°C，超过正常工作温度范围
SEN-9113,2025-06-03 06:27:39,网络延迟,low,网络延迟达到2783ms，数据传输可能出现丢包
DEV-9259,2025-06-01 16:40:45,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
VMS-6450,2025-06-02 06:07:50,通讯中断,critical,与中心服务器通信中断，最后心跳时间33分钟前
RSU-2876,2025-06-03 08:21:28,温度过高,high,设备温度达到93°C，超过正常工作温度范围
VMS-6450,2025-06-04 08:11:57,CPU过载,medium,CPU使用率持续超过95%，可能影响设备正常运行
RSU-6684,2025-06-02 08:29:20,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
SEN-9448,2025-06-01 19:14:23,数据异常,high,检测到异常数据波动，数值偏离正常范围20%
SEN-9448,2025-06-03 07:23:00,数据异常,high,检测到异常数据波动，数值偏离正常范围49%
DEV-3696,2025-06-01 16:41:37,通讯中断,critical,与中心服务器通信中断，最后心跳时间50分钟前
SEN-8721,2025-06-05 17:09:49,设备离线,low,设备检测到通信中断，已超过41分钟未收到心跳信号
SEN-9219,2025-06-01 15:14:16,网络延迟,low,网络延迟达到1974ms，数据传输可能出现丢包
RSU-2876,2025-06-03 11:51:06,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-8906,2025-06-05 16:18:15,CPU过载,medium,CPU使用率持续超过97%，可能影响设备正常运行
SEN-7909,2025-06-07 17:05:59,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
RSU-6684,2025-06-04 17:26:34,CPU过载,medium,CPU使用率持续超过95%，可能影响设备正常运行
CAM-5094,2025-06-01 17:55:18,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-2566,2025-06-07 07:12:57,通讯中断,critical,与中心服务器通信中断，最后心跳时间50分钟前
RSU-4083,2025-06-01 18:59:37,通讯中断,critical,与中心服务器通信中断，最后心跳时间95分钟前
SEN-9219,2025-06-07 10:44:00,设备离线,low,设备检测到通信中断，已超过47分钟未收到心跳信号
CAM-9540,2025-06-07 18:47:51,内存不足,medium,内存使用率达到92%，接近物理内存上限
VMS-9055,2025-06-05 19:06:26,网络延迟,low,网络延迟达到1495ms，数据传输可能出现丢包
VMS-6450,2025-06-01 06:53:54,内存不足,medium,内存使用率达到89%，接近物理内存上限
RSU-2412,2025-06-04 18:59:52,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
SEN-9113,2025-06-02 06:32:51,网络延迟,low,网络延迟达到1420ms，数据传输可能出现丢包
RSU-2412,2025-06-05 11:18:47,温度过高,high,设备温度达到90°C，超过正常工作温度范围
CAM-9540,2025-06-06 10:29:11,通讯中断,critical,与中心服务器通信中断，最后心跳时间8分钟前
CAM-9540,2025-06-07 17:55:41,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
CAM-8906,2025-06-01 18:04:05,传感器失效,high,传感器B相连续10次数据采集失败
SEN-9448,2025-06-01 18:19:41,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
SEN-8721,2025-06-06 21:30:43,传感器失效,high,传感器B相连续9次数据采集失败
SEN-6121,2025-06-03 15:35:39,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
RSU-1640,2025-06-07 09:32:23,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
DEV-9259,2025-06-07 18:16:09,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
VMS-5226,2025-06-05 07:20:38,传感器失效,high,传感器主传感器连续4次数据采集失败
CAM-9540,2025-06-03 05:18:34,传感器失效,high,传感器A相连续10次数据采集失败
CAM-8906,2025-06-02 17:02:37,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-5720,2025-06-05 18:05:39,数据异常,high,检测到异常数据波动，数值偏离正常范围25%
SEN-8721,2025-06-07 03:19:58,网络延迟,low,网络延迟达到2266ms，数据传输可能出现丢包
SEN-9113,2025-06-01 07:09:10,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
SEN-6121,2025-06-02 18:07:57,网络延迟,low,网络延迟达到2076ms，数据传输可能出现丢包
RSU-2412,2025-06-05 05:30:52,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-7793,2025-06-05 18:14:52,内存不足,medium,内存使用率达到88%，接近物理内存上限
SEN-6121,2025-06-02 08:20:33,通讯中断,critical,与中心服务器通信中断，最后心跳时间34分钟前
SEN-8721,2025-06-07 07:14:50,数据异常,high,检测到异常数据波动，数值偏离正常范围26%
RSU-6684,2025-06-04 07:28:46,数据异常,high,检测到异常数据波动，数值偏离正常范围65%
SEN-8721,2025-06-01 20:08:03,设备离线,low,设备检测到通信中断，已超过54分钟未收到心跳信号
RSU-2412,2025-06-02 09:46:26,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
RSU-2876,2025-06-05 07:20:53,温度过高,high,设备温度达到89°C，超过正常工作温度范围
DEV-5141,2025-06-05 20:05:16,温度过高,high,设备温度达到86°C，超过正常工作温度范围
RSU-1640,2025-06-03 11:14:33,数据异常,high,检测到异常数据波动，数值偏离正常范围33%
VMS-9055,2025-06-01 19:32:01,设备离线,low,设备检测到通信中断，已超过43分钟未收到心跳信号
CAM-5720,2025-06-06 19:31:57,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
CAM-8906,2025-06-07 05:59:14,传感器失效,high,传感器主传感器连续4次数据采集失败
SEN-6121,2025-06-02 20:07:46,存储满,medium,磁盘使用率超过87%，存储空间即将耗尽
CAM-8906,2025-06-01 08:03:32,传感器失效,high,传感器C相连续10次数据采集失败
VMS-3279,2025-06-01 06:41:40,温度过高,high,设备温度达到73°C，超过正常工作温度范围
CAM-5094,2025-06-02 12:31:44,传感器失效,high,传感器A相连续8次数据采集失败
SEN-8721,2025-06-02 11:02:34,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
RSU-1640,2025-06-05 15:53:09,通讯中断,critical,与中心服务器通信中断，最后心跳时间44分钟前
RSU-2412,2025-06-01 22:59:18,温度过高,high,设备温度达到89°C，超过正常工作温度范围
CAM-3584,2025-06-06 21:20:55,温度过高,high,设备温度达到72°C，超过正常工作温度范围
RSU-4083,2025-06-03 19:44:00,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
VMS-3279,2025-06-06 19:43:34,网络延迟,low,网络延迟达到2846ms，数据传输可能出现丢包
SEN-8721,2025-06-05 18:53:32,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
VMS-3279,2025-06-07 08:09:25,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
SEN-9219,2025-06-01 08:37:00,通讯中断,critical,与中心服务器通信中断，最后心跳时间5分钟前
DEV-5141,2025-06-07 02:16:40,数据异常,high,检测到异常数据波动，数值偏离正常范围71%
RSU-2412,2025-06-01 06:52:41,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
VMS-7793,2025-06-07 16:16:50,内存不足,medium,内存使用率达到96%，接近物理内存上限
DEV-9259,2025-06-04 16:36:36,内存不足,medium,内存使用率达到85%，接近物理内存上限
RSU-4083,2025-06-04 10:12:26,温度过高,high,设备温度达到86°C，超过正常工作温度范围
VMS-9485,2025-06-03 19:26:15,内存不足,medium,内存使用率达到85%，接近物理内存上限
RSU-2876,2025-06-02 16:27:57,通讯中断,critical,与中心服务器通信中断，最后心跳时间104分钟前
VMS-5226,2025-06-03 07:26:04,通讯中断,critical,与中心服务器通信中断，最后心跳时间16分钟前
CAM-9540,2025-06-05 09:03:49,设备离线,low,设备检测到通信中断，已超过10分钟未收到心跳信号
CAM-5320,2025-06-04 18:52:34,通讯中断,critical,与中心服务器通信中断，最后心跳时间11分钟前
DEV-9259,2025-06-07 08:25:46,温度过高,high,设备温度达到90°C，超过正常工作温度范围
DEV-5141,2025-06-05 18:19:50,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
RSU-2412,2025-06-06 07:53:57,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
RSU-2876,2025-06-03 20:57:36,温度过高,high,设备温度达到94°C，超过正常工作温度范围
CAM-9540,2025-06-06 08:01:20,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
SEN-9113,2025-06-01 21:14:33,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
VMS-9485,2025-06-04 15:31:00,内存不足,medium,内存使用率达到85%，接近物理内存上限
SEN-7909,2025-06-05 08:03:13,内存不足,medium,内存使用率达到97%，接近物理内存上限
VMS-9055,2025-06-02 20:43:23,数据异常,high,检测到异常数据波动，数值偏离正常范围79%
SEN-7909,2025-06-01 16:28:36,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
SEN-9219,2025-06-04 17:08:39,传感器失效,high,传感器主传感器连续6次数据采集失败
CAM-8906,2025-06-07 06:07:49,传感器失效,high,传感器A相连续4次数据采集失败
SEN-9113,2025-06-02 08:46:49,设备离线,low,设备检测到通信中断，已超过25分钟未收到心跳信号
VMS-9485,2025-06-05 17:08:29,设备离线,low,设备检测到通信中断，已超过49分钟未收到心跳信号
CAM-8906,2025-06-05 07:44:28,设备离线,low,设备检测到通信中断，已超过35分钟未收到心跳信号
CAM-8906,2025-06-06 08:48:26,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
VMS-5226,2025-06-05 16:22:33,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
RSU-9703,2025-06-01 14:41:41,内存不足,medium,内存使用率达到93%，接近物理内存上限
VMS-3279,2025-06-03 18:50:05,通讯中断,critical,与中心服务器通信中断，最后心跳时间52分钟前
CAM-3584,2025-06-05 16:17:09,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
RSU-6684,2025-06-03 06:30:06,传感器失效,high,传感器A相连续8次数据采集失败
RSU-2876,2025-06-02 18:30:24,温度过高,high,设备温度达到76°C，超过正常工作温度范围
RSU-9703,2025-06-04 11:33:21,存储满,medium,磁盘使用率超过99%，存储空间即将耗尽
DEV-5777,2025-06-05 19:45:01,数据异常,high,检测到异常数据波动，数值偏离正常范围43%
CAM-9540,2025-06-01 18:51:12,数据异常,high,检测到异常数据波动，数值偏离正常范围68%
SEN-9448,2025-06-02 17:47:11,内存不足,medium,内存使用率达到89%，接近物理内存上限
RSU-2412,2025-06-07 19:11:50,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
RSU-9703,2025-06-07 10:06:23,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
RSU-2876,2025-06-06 17:37:05,传感器失效,high,传感器B相连续7次数据采集失败
DEV-3696,2025-06-07 20:04:51,内存不足,medium,内存使用率达到97%，接近物理内存上限
VMS-7793,2025-06-05 14:33:04,通讯中断,critical,与中心服务器通信中断，最后心跳时间16分钟前
SEN-9113,2025-06-04 19:49:14,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
RSU-2876,2025-06-02 18:00:54,内存不足,medium,内存使用率达到90%，接近物理内存上限
SEN-7909,2025-06-07 07:53:04,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
CAM-5094,2025-06-05 07:24:48,CPU过载,medium,CPU使用率持续超过98%，可能影响设备正常运行
CAM-5720,2025-06-06 15:42:06,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
DEV-9259,2025-06-01 23:49:07,传感器失效,high,传感器C相连续5次数据采集失败
VMS-7793,2025-06-03 18:13:00,温度过高,high,设备温度达到87°C，超过正常工作温度范围
CAM-9540,2025-06-02 09:22:32,温度过高,high,设备温度达到85°C，超过正常工作温度范围
SEN-6121,2025-06-07 13:15:37,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
VMS-5226,2025-06-07 20:20:02,网络延迟,low,网络延迟达到2474ms，数据传输可能出现丢包
DEV-5141,2025-06-05 17:58:22,传感器失效,high,传感器B相连续8次数据采集失败
SEN-6121,2025-06-03 18:36:27,存储满,medium,磁盘使用率超过91%，存储空间即将耗尽
SEN-9219,2025-06-03 06:01:09,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-9485,2025-06-02 13:24:20,传感器失效,high,传感器C相连续4次数据采集失败
DEV-9259,2025-06-01 13:13:28,传感器失效,high,传感器主传感器连续4次数据采集失败
CAM-3584,2025-06-04 12:28:52,传感器失效,high,传感器C相连续7次数据采集失败
CAM-5320,2025-06-04 19:37:50,通讯中断,critical,与中心服务器通信中断，最后心跳时间99分钟前
VMS-5226,2025-06-06 07:15:27,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
RSU-2876,2025-06-05 13:34:08,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
CAM-9540,2025-06-07 10:23:30,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
CAM-5720,2025-06-03 16:03:28,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
CAM-5720,2025-06-07 18:27:20,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
SEN-9448,2025-06-07 10:35:31,通讯中断,critical,与中心服务器通信中断，最后心跳时间11分钟前
VMS-6450,2025-06-04 07:17:29,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
VMS-2566,2025-06-05 07:21:56,传感器失效,high,传感器C相连续10次数据采集失败
SEN-6121,2025-06-02 07:39:55,存储满,medium,磁盘使用率超过88%，存储空间即将耗尽
RSU-2876,2025-06-02 14:12:35,内存不足,medium,内存使用率达到89%，接近物理内存上限
VMS-7793,2025-06-02 18:22:51,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
RSU-2876,2025-06-02 18:33:16,数据异常,high,检测到异常数据波动，数值偏离正常范围60%
VMS-3279,2025-06-05 18:07:51,数据异常,high,检测到异常数据波动，数值偏离正常范围61%
SEN-8721,2025-06-02 07:12:39,数据异常,high,检测到异常数据波动，数值偏离正常范围64%
CAM-5320,2025-06-01 07:59:24,设备离线,low,设备检测到通信中断，已超过54分钟未收到心跳信号
RSU-6684,2025-06-04 08:02:16,内存不足,medium,内存使用率达到94%，接近物理内存上限
VMS-7793,2025-06-04 09:37:30,温度过高,high,设备温度达到93°C，超过正常工作温度范围
DEV-5141,2025-06-01 08:14:40,传感器失效,high,传感器B相连续7次数据采集失败
DEV-5777,2025-06-04 06:44:48,数据异常,high,检测到异常数据波动，数值偏离正常范围58%
CAM-9540,2025-06-07 07:41:55,网络延迟,low,网络延迟达到1812ms，数据传输可能出现丢包
RSU-4083,2025-06-05 07:01:01,通讯中断,critical,与中心服务器通信中断，最后心跳时间28分钟前
SEN-9448,2025-06-05 17:24:11,传感器失效,high,传感器C相连续9次数据采集失败
CAM-8906,2025-06-07 13:40:30,网络延迟,low,网络延迟达到1860ms，数据传输可能出现丢包
RSU-1640,2025-06-06 06:41:31,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
VMS-5226,2025-06-04 11:40:42,内存不足,medium,内存使用率达到87%，接近物理内存上限
CAM-5320,2025-06-04 17:34:57,通讯中断,critical,与中心服务器通信中断，最后心跳时间117分钟前
DEV-3696,2025-06-03 16:59:08,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
DEV-5141,2025-06-05 15:03:48,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
CAM-8906,2025-06-02 17:46:29,内存不足,medium,内存使用率达到86%，接近物理内存上限
CAM-5720,2025-06-02 03:12:15,通讯中断,critical,与中心服务器通信中断，最后心跳时间19分钟前
RSU-2876,2025-06-06 11:40:23,通讯中断,critical,与中心服务器通信中断，最后心跳时间113分钟前
SEN-6121,2025-06-05 06:01:01,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
VMS-2566,2025-06-03 06:23:12,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
DEV-5141,2025-06-05 19:34:44,传感器失效,high,传感器主传感器连续6次数据采集失败
SEN-8721,2025-06-07 18:44:20,CPU过载,medium,CPU使用率持续超过91%，可能影响设备正常运行
VMS-4540,2025-06-03 07:58:24,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
RSU-2412,2025-06-06 01:44:55,传感器失效,high,传感器A相连续6次数据采集失败
DEV-5141,2025-06-07 06:53:46,网络延迟,low,网络延迟达到2254ms，数据传输可能出现丢包
VMS-3279,2025-06-06 14:38:53,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
RSU-2876,2025-06-06 05:28:27,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
DEV-5141,2025-06-02 18:11:49,温度过高,high,设备温度达到79°C，超过正常工作温度范围
VMS-6450,2025-06-04 07:40:50,设备离线,low,设备检测到通信中断，已超过57分钟未收到心跳信号
VMS-5226,2025-06-04 06:52:44,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
SEN-6121,2025-06-02 19:07:14,内存不足,medium,内存使用率达到92%，接近物理内存上限
RSU-2412,2025-06-07 06:13:09,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
VMS-3279,2025-06-02 06:36:26,CPU过载,medium,CPU使用率持续超过95%，可能影响设备正常运行
VMS-5226,2025-06-04 20:15:17,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
SEN-9448,2025-06-04 19:01:52,数据异常,high,检测到异常数据波动，数值偏离正常范围39%
RSU-1640,2025-06-03 19:39:32,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
RSU-1640,2025-06-04 07:27:25,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
RSU-4083,2025-06-05 18:00:18,网络延迟,low,网络延迟达到2266ms，数据传输可能出现丢包
CAM-5320,2025-06-03 08:48:28,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
RSU-1640,2025-06-04 08:31:34,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
RSU-1640,2025-06-07 11:05:25,温度过高,high,设备温度达到72°C，超过正常工作温度范围
RSU-2876,2025-06-02 18:08:29,CPU过载,medium,CPU使用率持续超过88%，可能影响设备正常运行
VMS-2566,2025-06-03 22:14:58,传感器失效,high,传感器C相连续9次数据采集失败
SEN-9219,2025-06-06 07:03:56,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
CAM-3584,2025-06-07 08:44:50,存储满,medium,磁盘使用率超过91%，存储空间即将耗尽
DEV-5777,2025-06-01 13:17:59,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
RSU-4083,2025-06-05 18:31:54,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
DEV-5141,2025-06-04 10:29:16,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-2566,2025-06-01 15:52:08,传感器失效,high,传感器C相连续6次数据采集失败
CAM-5094,2025-06-01 11:41:58,内存不足,medium,内存使用率达到85%，接近物理内存上限
CAM-9540,2025-06-07 17:23:24,传感器失效,high,传感器主传感器连续10次数据采集失败
SEN-9219,2025-06-01 14:19:49,内存不足,medium,内存使用率达到87%，接近物理内存上限
SEN-9113,2025-06-06 18:34:20,通讯中断,critical,与中心服务器通信中断，最后心跳时间119分钟前
SEN-7909,2025-06-05 00:52:39,内存不足,medium,内存使用率达到95%，接近物理内存上限
CAM-9540,2025-06-07 07:49:16,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
DEV-9259,2025-06-05 07:59:00,通讯中断,critical,与中心服务器通信中断，最后心跳时间120分钟前
VMS-4540,2025-06-02 18:20:07,网络延迟,low,网络延迟达到1935ms，数据传输可能出现丢包
RSU-4083,2025-06-02 19:00:39,网络延迟,low,网络延迟达到2977ms，数据传输可能出现丢包
VMS-4540,2025-06-03 19:28:05,传感器失效,high,传感器A相连续4次数据采集失败
RSU-2412,2025-06-02 07:23:41,温度过高,high,设备温度达到93°C，超过正常工作温度范围
SEN-9113,2025-06-05 07:46:06,内存不足,medium,内存使用率达到96%，接近物理内存上限
SEN-7909,2025-06-01 18:15:54,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
CAM-5094,2025-06-06 05:39:43,内存不足,medium,内存使用率达到87%，接近物理内存上限
VMS-7793,2025-06-04 16:33:21,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
VMS-5226,2025-06-01 07:24:45,数据异常,high,检测到异常数据波动，数值偏离正常范围53%
SEN-9113,2025-06-07 09:57:38,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
SEN-9448,2025-06-04 05:33:05,CPU过载,medium,CPU使用率持续超过95%，可能影响设备正常运行
