road_id,plate,pass_time,speed_kmh,vehicle_type,lane_no
RD-15488,陕G56290,2025-06-06 07:33:50,49,bus,2
RD-88054,鄂U07329,2025-06-01 20:49:21,64,truck,1
RD-41787,晋T23953,2025-06-02 18:16:22,37,bus,3
RD-88054,苏P06588,2025-06-01 22:52:20,115,motorcycle,3
RD-37171,津M91358,2025-06-06 13:05:13,85,bus,4
RD-63576,皖F57114,2025-06-04 08:16:29,31,car,1
RD-59852,云Q91859,2025-06-07 18:46:28,36,bus,3
RD-88767,粤P06456,2025-06-06 15:18:41,65,car,2
RD-88054,吉F83362,2025-06-06 19:22:27,68,truck,1
RD-81084,苏L67659,2025-06-06 07:30:19,20,truck,4
RD-47857,云Q91859,2025-06-06 08:22:22,51,bus,2
RD-74461,新V80898,2025-06-07 07:28:58,47,truck,4
RD-80345,津N08122,2025-06-07 19:06:07,109,car,3
RD-59852,湘X10175,2025-06-05 18:29:35,25,motorcycle,3
RD-75458,赣M09878,2025-06-03 04:17:32,58,bus,4
RD-77987,沪V95916,2025-06-05 19:13:31,105,truck,1
RD-40951,豫A28796,2025-06-07 19:27:40,92,motorcycle,3
RD-74461,皖G90703,2025-06-06 15:23:15,58,car,1
RD-60026,藏J05256,2025-06-06 17:34:40,51,motorcycle,4
RD-59045,陕W13339,2025-06-04 07:30:55,42,truck,3
RD-75458,辽Y41675,2025-06-07 07:09:17,50,motorcycle,3
RD-19332,津R98673,2025-06-03 08:29:48,17,bus,4
RD-14705,冀L70802,2025-06-06 08:35:17,52,truck,2
RD-59752,辽M45508,2025-06-06 15:15:47,103,bus,2
RD-60026,津C26412,2025-06-04 06:03:01,61,truck,2
RD-29468,陕G56290,2025-06-03 08:11:08,20,car,1
RD-88054,辽M45508,2025-06-04 11:53:39,82,motorcycle,2
RD-89119,桂U75373,2025-06-03 08:42:23,33,car,2
RD-63576,鲁B06252,2025-06-02 08:18:08,15,bus,2
RD-68049,津W80368,2025-06-01 18:08:30,19,motorcycle,2
RD-14705,晋Y81799,2025-06-05 15:13:20,87,bus,4
RD-65194,鲁P57236,2025-06-06 03:02:36,58,bus,1
RD-11106,沪H73202,2025-06-05 05:44:41,117,motorcycle,3
RD-38518,沪P70263,2025-06-03 06:13:05,88,truck,2
RD-42922,渝Y32710,2025-06-06 00:10:27,71,motorcycle,1
RD-28356,浙V28890,2025-06-04 07:45:23,41,truck,3
RD-42922,陕U43302,2025-06-04 08:03:20,35,motorcycle,3
RD-40171,辽W95663,2025-06-07 08:59:57,21,car,1
RD-28356,豫C23651,2025-06-01 18:03:49,48,truck,2
RD-70214,青U72317,2025-06-04 08:34:52,41,motorcycle,1
RD-19332,沪M06244,2025-06-03 07:32:38,45,bus,2
RD-42510,鄂R40421,2025-06-03 18:21:36,51,bus,3
RD-59752,辽Y41675,2025-06-02 01:38:04,86,truck,4
RD-59045,宁D90487,2025-06-06 08:52:51,46,motorcycle,1
RD-51757,渝T29594,2025-06-07 17:49:43,42,car,2
RD-88767,渝Q32693,2025-06-04 14:39:00,94,motorcycle,2
RD-68049,渝Q32693,2025-06-05 07:34:44,50,bus,2
RD-51757,辽Z45626,2025-06-01 11:50:23,71,car,4
RD-50199,浙C10083,2025-06-01 08:42:10,43,car,1
RD-28356,皖V00041,2025-06-02 16:12:08,66,bus,1
RD-50199,苏H71917,2025-06-07 10:21:29,95,car,2
RD-89613,渝R75103,2025-06-07 13:59:22,49,motorcycle,1
RD-63576,鲁Y40405,2025-06-07 07:48:21,52,car,3
RD-59852,皖G90703,2025-06-02 07:09:03,46,bus,1
RD-40171,湘X10175,2025-06-04 19:51:45,75,bus,1
RD-47857,赣X13293,2025-06-06 01:50:01,95,car,3
RD-37171,桂U75373,2025-06-01 07:39:49,27,bus,4
RD-60026,渝T29594,2025-06-04 07:19:57,45,bus,2
RD-41787,辽K28099,2025-06-03 17:17:10,47,motorcycle,4
RD-42510,闽M09800,2025-06-02 08:44:30,40,truck,4
RD-28356,津C26412,2025-06-06 07:14:08,48,truck,3
RD-81084,藏M29827,2025-06-06 17:11:28,18,truck,3
RD-88767,闽J80363,2025-06-02 17:06:35,28,motorcycle,1
RD-50204,甘S37505,2025-06-07 08:30:54,42,car,2
RD-68049,琼S74190,2025-06-06 19:49:34,58,motorcycle,4
RD-59852,鲁S07760,2025-06-01 10:43:24,60,bus,3
RD-75458,陕U43302,2025-06-05 18:03:57,55,car,1
RD-88054,云Q91859,2025-06-06 17:15:08,32,truck,2
RD-11106,赣T40834,2025-06-04 17:24:03,35,car,4
RD-40951,浙C10083,2025-06-05 02:55:58,102,bus,3
RD-59852,津A48430,2025-06-04 08:32:03,48,car,3
RD-92869,苏C77089,2025-06-06 08:46:07,54,car,4
RD-18149,新U62318,2025-06-07 22:36:33,61,truck,1
RD-13357,辽P66600,2025-06-06 15:30:49,109,bus,1
RD-59852,粤T34101,2025-06-03 16:43:12,63,motorcycle,3
RD-41787,鲁K76927,2025-06-06 17:17:09,45,bus,4
RD-40171,川Z24633,2025-06-02 06:24:19,81,bus,4
RD-51757,琼S50287,2025-06-03 06:42:18,56,truck,2
RD-11106,浙V28890,2025-06-07 20:02:19,56,motorcycle,1
RD-50199,湘E88250,2025-06-02 07:56:35,51,car,1
RD-65194,赣M09878,2025-06-06 17:25:49,27,bus,3
RD-41935,赣M09878,2025-06-04 17:34:52,42,car,1
RD-74461,晋G72243,2025-06-02 20:46:52,53,car,2
RD-92869,湘E32317,2025-06-02 05:31:14,46,car,4
RD-15488,黑J68298,2025-06-02 03:02:38,63,car,3
RD-30428,沪P70263,2025-06-03 16:30:55,108,bus,1
RD-81084,湘G80174,2025-06-04 17:49:31,21,car,1
RD-68269,辽T06233,2025-06-06 12:58:03,47,motorcycle,2
RD-18149,鄂R40421,2025-06-02 06:25:05,117,car,1
RD-92582,新U31433,2025-06-07 15:15:19,64,car,1
RD-65814,湘K44826,2025-06-01 17:38:54,21,truck,3
RD-63576,辽R89069,2025-06-07 07:21:03,20,car,4
RD-75458,苏G99914,2025-06-01 06:59:51,94,motorcycle,3
RD-30428,陕U43302,2025-06-05 22:27:06,95,truck,3
RD-12077,蒙V14604,2025-06-07 21:29:04,55,bus,4
RD-17303,渝T29594,2025-06-06 13:41:03,117,car,4
RD-68049,鲁Z76351,2025-06-05 00:15:46,72,truck,3
RD-18149,藏V27821,2025-06-04 20:12:50,67,car,3
RD-89119,青U82636,2025-06-02 00:33:08,70,truck,1
RD-28356,黑H28241,2025-06-03 06:01:26,106,truck,2
RD-32096,青Z14074,2025-06-02 06:18:38,79,truck,3
RD-73274,陕U43302,2025-06-05 17:27:28,18,bus,2
RD-80345,黑J54290,2025-06-06 07:02:23,52,truck,3
RD-94800,沪V95916,2025-06-04 18:45:15,24,motorcycle,1
RD-59752,苏N25213,2025-06-01 18:43:19,23,truck,4
RD-14705,津A48430,2025-06-01 18:21:13,44,motorcycle,1
RD-89613,藏L38643,2025-06-06 19:09:16,46,bus,4
RD-88767,津A48430,2025-06-03 15:09:23,112,motorcycle,1
RD-12077,豫C23651,2025-06-05 05:43:28,46,motorcycle,4
RD-11106,甘A25897,2025-06-06 00:22:38,80,motorcycle,1
RD-88767,沪L00929,2025-06-02 06:01:17,71,motorcycle,1
RD-68049,青X53906,2025-06-04 07:39:50,44,motorcycle,3
RD-74461,鄂S79160,2025-06-07 06:38:12,77,motorcycle,1
RD-68269,鲁B06252,2025-06-05 00:59:07,103,car,2
RD-59012,晋L72697,2025-06-01 22:58:29,69,car,1
RD-14705,鲁H84942,2025-06-02 15:57:07,82,car,4
RD-88054,陕B97365,2025-06-03 22:05:12,89,car,3
RD-14705,渝Y32710,2025-06-04 16:28:08,52,car,4
RD-68269,豫F11936,2025-06-02 18:44:53,47,truck,3
RD-50204,陕W08395,2025-06-02 08:58:34,39,bus,2
RD-63576,津A48430,2025-06-04 07:02:14,50,bus,3
RD-47857,皖M80974,2025-06-02 10:36:50,85,bus,3
RD-51757,苏R45376,2025-06-03 14:41:30,73,bus,2
RD-88767,湘E32317,2025-06-02 17:12:05,33,truck,4
RD-29468,皖Q65698,2025-06-06 19:33:50,76,truck,4
RD-80345,云W23200,2025-06-01 14:18:13,119,truck,2
RD-29468,沪R85989,2025-06-07 17:38:02,39,motorcycle,2
RD-40951,鲁Y40405,2025-06-01 17:09:30,17,truck,4
RD-40171,鲁Z76351,2025-06-01 07:41:18,40,bus,2
RD-68049,藏V27821,2025-06-05 11:03:54,57,motorcycle,2
RD-10255,藏M29827,2025-06-01 08:51:55,46,car,3
RD-42510,津N08122,2025-06-05 08:44:48,21,car,2
RD-38518,鲁P57236,2025-06-04 18:10:48,48,motorcycle,4
RD-18149,陕E43483,2025-06-07 07:25:24,22,truck,2
RD-80345,粤B17788,2025-06-04 17:22:56,35,car,2
RD-68269,鲁H84942,2025-06-05 20:27:34,96,car,4
RD-74461,豫F11936,2025-06-05 17:18:39,40,car,4
RD-19332,豫Q81113,2025-06-04 06:17:23,55,car,3
RD-50204,青X53906,2025-06-01 19:32:53,83,bus,3
RD-68049,黑J68298,2025-06-07 19:34:12,77,motorcycle,3
RD-76046,赣M09878,2025-06-04 18:40:50,46,motorcycle,1
RD-47857,藏R29091,2025-06-01 16:01:11,59,bus,1
RD-30428,湘E79189,2025-06-01 06:40:06,95,truck,4
RD-80345,辽C29212,2025-06-04 09:33:36,104,motorcycle,2
RD-12077,津W80368,2025-06-03 19:21:51,85,bus,2
RD-41935,青Z14074,2025-06-03 17:06:45,38,truck,3
RD-68269,陕U43302,2025-06-06 21:01:00,75,car,1
RD-42922,津D03375,2025-06-01 08:57:37,54,truck,3
RD-59752,沪S65106,2025-06-04 17:47:00,16,motorcycle,1
RD-70214,渝T29594,2025-06-02 06:44:35,91,bus,1
RD-14705,豫R23105,2025-06-02 06:59:46,44,motorcycle,4
RD-65194,鄂S79160,2025-06-03 17:10:06,41,bus,3
RD-11106,皖A42632,2025-06-03 18:40:20,41,bus,3
RD-74461,黑J68298,2025-06-05 17:29:28,41,car,3
RD-38518,皖G90703,2025-06-01 19:07:55,82,truck,1
RD-17303,豫V81429,2025-06-07 14:13:50,64,car,1
RD-14705,赣P46947,2025-06-03 08:24:51,49,car,3
RD-68049,黑J54290,2025-06-05 20:10:21,77,car,2
RD-59752,渝R27701,2025-06-06 17:36:19,37,bus,4
RD-75458,青Z14074,2025-06-03 14:39:43,53,truck,1
RD-80345,辽T06233,2025-06-05 11:58:05,78,bus,3
RD-10255,黑J54290,2025-06-07 18:36:45,27,car,3
RD-92869,辽C29212,2025-06-04 19:05:52,50,motorcycle,3
RD-75458,冀L70802,2025-06-03 09:51:02,50,car,1
RD-89613,闽M09800,2025-06-06 21:45:56,45,bus,2
RD-60026,粤T34101,2025-06-04 16:55:41,118,truck,4
RD-76046,陕U43302,2025-06-07 19:30:00,43,truck,1
RD-65814,藏W75644,2025-06-05 01:18:59,95,truck,1
RD-40951,藏L38643,2025-06-07 08:45:02,23,motorcycle,3
RD-37171,粤P06456,2025-06-07 13:27:06,63,motorcycle,2
RD-28356,苏P06588,2025-06-05 08:33:25,32,truck,1
RD-89613,鄂L78447,2025-06-07 19:56:24,109,car,4
RD-13357,苏C93737,2025-06-07 18:39:16,25,bus,4
RD-59012,陕W13339,2025-06-04 12:00:11,118,bus,3
RD-37171,蒙G57849,2025-06-05 20:26:22,93,motorcycle,1
RD-38518,浙U20213,2025-06-04 16:10:26,43,bus,2
RD-18149,皖A42632,2025-06-05 13:19:37,92,truck,1
RD-60026,渝R75103,2025-06-03 00:29:24,41,car,4
RD-81084,辽W95663,2025-06-06 20:38:12,110,car,4
RD-41935,湘E88250,2025-06-01 10:51:41,117,motorcycle,4
RD-59852,新A02228,2025-06-02 08:46:51,54,bus,1
RD-68269,粤E06396,2025-06-02 17:30:08,49,car,3
RD-70214,沪H73202,2025-06-01 14:26:05,86,motorcycle,2
RD-81084,蒙L32540,2025-06-06 20:46:55,94,truck,3
RD-28356,苏L67659,2025-06-07 22:07:56,52,bus,4
RD-18149,新F67512,2025-06-06 12:38:51,58,motorcycle,2
RD-32096,青V56332,2025-06-07 15:32:51,118,bus,1
RD-17303,赣B44819,2025-06-03 17:09:26,37,truck,1
RD-14705,苏R45376,2025-06-02 14:54:51,97,truck,1
RD-13357,贵D89799,2025-06-02 17:37:25,22,truck,1
RD-88767,津A48430,2025-06-05 17:56:59,30,motorcycle,2
RD-11106,豫F37809,2025-06-01 21:38:30,50,truck,1
RD-59012,桂H97026,2025-06-03 06:32:52,81,motorcycle,4
RD-70214,鄂Y52875,2025-06-06 11:17:00,75,bus,3
RD-81084,苏C77089,2025-06-03 11:49:44,105,motorcycle,2
RD-18149,青U82636,2025-06-07 07:20:20,28,bus,4
RD-37171,新U62318,2025-06-05 07:07:54,21,truck,2
RD-17303,粤T34101,2025-06-04 16:18:52,57,car,4
RD-77987,黑J68298,2025-06-05 18:45:48,36,bus,2
RD-59045,云W23200,2025-06-06 01:09:52,58,car,3
RD-89119,闽Y48211,2025-06-07 01:51:06,56,truck,1
RD-65194,津M91358,2025-06-06 17:22:48,38,bus,2
RD-76046,津N08122,2025-06-04 16:34:44,87,bus,4
RD-68269,皖F57114,2025-06-07 12:30:45,85,truck,3
RD-42510,琼S50287,2025-06-02 06:28:38,104,car,1
RD-50204,京P84276,2025-06-02 07:51:03,44,truck,1
RD-59012,陕B97365,2025-06-01 01:16:46,66,motorcycle,1
RD-17303,辽T06233,2025-06-06 12:29:28,106,car,1
RD-59752,浙V28890,2025-06-05 14:58:56,71,motorcycle,1
RD-59852,粤E06396,2025-06-07 18:09:18,48,car,1
RD-15488,豫C23651,2025-06-06 07:58:15,38,bus,4
RD-59852,沪M06244,2025-06-02 08:14:49,48,motorcycle,3
RD-88054,豫V81429,2025-06-06 06:06:39,65,truck,4
RD-40951,苏P06588,2025-06-05 05:34:17,50,car,4
RD-14705,沪H73202,2025-06-04 11:20:04,65,truck,2
RD-88767,宁Y55968,2025-06-06 05:55:24,110,bus,3
RD-88767,京U34783,2025-06-04 20:37:19,101,truck,3
RD-30428,陕G56290,2025-06-05 08:04:21,36,bus,1
RD-41787,渝T72068,2025-06-02 20:02:52,113,truck,3
RD-17303,辽T06233,2025-06-02 18:02:30,47,bus,2
RD-14705,京T06403,2025-06-02 08:10:50,18,bus,1
RD-77987,豫E26739,2025-06-05 18:48:29,54,truck,3
RD-94800,鲁S07760,2025-06-01 08:59:06,40,truck,4
RD-76046,沪S65106,2025-06-01 16:55:37,117,bus,4
RD-94800,宁Q53247,2025-06-03 07:01:49,40,motorcycle,1
RD-15488,鲁H84942,2025-06-01 12:32:34,60,truck,2
RD-88054,辽P66600,2025-06-06 02:06:33,88,motorcycle,2
RD-17303,津C26412,2025-06-03 07:04:28,53,truck,1
RD-42510,沪P70263,2025-06-04 13:11:08,40,truck,4
RD-65194,桂U75373,2025-06-05 13:04:29,45,truck,2
RD-92582,黑V11836,2025-06-06 17:16:54,30,car,1
RD-42922,琼S48954,2025-06-05 18:55:34,42,truck,4
RD-92869,宁D90487,2025-06-04 07:41:54,54,motorcycle,3
RD-89613,新V76570,2025-06-05 19:51:44,51,car,1
RD-81084,津A48430,2025-06-02 11:21:13,74,bus,3
RD-47857,京U34783,2025-06-07 11:17:18,117,bus,3
RD-47857,贵E06641,2025-06-04 16:26:34,103,bus,3
RD-92582,鲁Y40405,2025-06-05 18:23:24,31,truck,4
RD-17303,宁F27145,2025-06-02 15:52:26,69,bus,1
RD-28356,鲁Y40405,2025-06-01 18:27:38,24,bus,4
RD-50199,黑S82949,2025-06-03 17:49:12,17,motorcycle,2
RD-32096,青U72317,2025-06-04 10:57:37,59,motorcycle,2
RD-68049,藏J05256,2025-06-01 17:09:20,20,bus,4
RD-12077,渝R75103,2025-06-06 08:23:54,19,motorcycle,2
RD-70214,豫V81429,2025-06-02 18:22:09,54,truck,3
RD-70214,粤C76637,2025-06-04 08:57:15,41,motorcycle,4
RD-38518,桂U75373,2025-06-06 18:42:46,53,truck,3
RD-75458,豫V81429,2025-06-04 08:50:00,32,car,3
RD-80345,蒙S93370,2025-06-03 00:31:16,54,bus,4
RD-29468,京R72773,2025-06-04 10:37:34,90,motorcycle,2
RD-40171,新U31433,2025-06-04 10:03:38,117,bus,3
RD-51757,琼S50287,2025-06-05 17:51:18,45,bus,4
RD-77987,渝T29594,2025-06-05 12:13:28,58,truck,1
RD-41935,贵N22327,2025-06-07 08:27:24,28,motorcycle,3
RD-74461,苏H71917,2025-06-04 17:14:26,24,bus,3
RD-65194,青X53906,2025-06-05 17:02:05,46,bus,1
RD-30428,赣B94002,2025-06-04 13:59:12,106,motorcycle,1
RD-70214,新A02228,2025-06-05 11:56:22,51,car,4
RD-94800,青U82636,2025-06-04 09:59:38,92,bus,2
RD-89613,皖M80974,2025-06-04 07:06:32,33,truck,1
RD-29468,宁Q53247,2025-06-07 08:10:07,19,car,1
RD-15488,豫E26739,2025-06-01 18:15:37,34,truck,2
RD-92582,粤B17788,2025-06-01 07:14:05,46,truck,4
RD-11106,桂U75373,2025-06-02 18:27:38,35,truck,2
RD-19332,津A47291,2025-06-06 06:38:56,116,motorcycle,4
RD-13357,青V56332,2025-06-02 09:19:26,43,motorcycle,2
RD-18149,新U31433,2025-06-07 08:20:31,50,motorcycle,4
RD-50204,闽Y48211,2025-06-07 18:58:22,33,motorcycle,2
RD-42922,粤C76637,2025-06-01 07:24:33,32,bus,4
RD-88054,津M91358,2025-06-02 05:56:50,90,truck,3
RD-59852,鲁H84942,2025-06-03 18:39:25,55,motorcycle,2
RD-19332,辽H98234,2025-06-06 18:24:01,50,truck,1
RD-19332,桂H97026,2025-06-03 19:21:50,111,motorcycle,1
RD-40951,沪C83080,2025-06-01 08:29:16,23,truck,3
RD-30428,晋T23953,2025-06-05 18:09:31,42,car,2
RD-40951,豫C23651,2025-06-05 08:23:18,38,truck,1
RD-59852,沪C83080,2025-06-06 14:50:11,72,truck,3
RD-12077,宁X06671,2025-06-04 07:54:02,38,car,2
RD-94800,鄂C15661,2025-06-07 16:38:25,111,bus,3
RD-50204,闽K16540,2025-06-04 00:09:07,53,car,3
RD-60026,辽M45508,2025-06-01 17:08:59,16,truck,4
RD-19332,桂U75373,2025-06-01 09:30:38,106,bus,2
RD-68269,豫C23651,2025-06-05 08:19:47,30,truck,1
RD-41935,陕W08395,2025-06-06 08:42:17,47,truck,4
RD-37171,沪F90948,2025-06-01 23:13:38,83,car,2
RD-89613,黑V11836,2025-06-03 18:46:29,41,truck,4
RD-41787,辽H98234,2025-06-06 07:34:03,47,car,2
RD-74461,沪S65106,2025-06-01 07:07:47,51,car,3
RD-18149,京T06403,2025-06-01 11:19:54,112,motorcycle,3
RD-94800,宁Y55968,2025-06-01 12:23:26,94,bus,2
RD-38518,云V25146,2025-06-01 08:41:32,18,car,4
RD-73274,粤H06560,2025-06-05 08:35:06,49,motorcycle,2
RD-59852,陕B97365,2025-06-03 18:39:36,24,car,3
RD-65814,皖F57114,2025-06-04 12:32:11,57,car,1
RD-70214,闽K16540,2025-06-05 18:46:17,16,bus,2
RD-74461,晋Y81799,2025-06-04 08:08:14,45,truck,1
RD-81084,贵N22327,2025-06-04 19:50:52,78,car,2
RD-88767,鄂W76132,2025-06-02 02:23:37,114,car,2
RD-68049,贵D89799,2025-06-01 22:06:29,49,bus,3
RD-47857,鲁Y40405,2025-06-03 17:42:48,39,bus,3
RD-80345,苏U04401,2025-06-05 07:16:42,29,truck,1
RD-77987,津N08122,2025-06-04 15:01:42,52,bus,1
RD-41935,鄂P08242,2025-06-01 07:28:45,34,truck,2
RD-37171,晋G72243,2025-06-04 07:01:35,21,motorcycle,1
RD-81084,陕G56290,2025-06-02 06:49:22,106,bus,1
RD-68049,津P64084,2025-06-05 20:04:37,81,bus,2
RD-74461,辽P66600,2025-06-01 05:04:18,87,bus,4
RD-41935,闽K16540,2025-06-04 13:31:19,106,motorcycle,4
RD-89613,鲁Y40405,2025-06-03 15:02:05,58,bus,1
RD-74461,湘E79189,2025-06-07 00:04:36,62,car,4
RD-19332,皖M80974,2025-06-03 17:09:26,48,bus,3
RD-89613,津P64084,2025-06-01 00:21:42,106,car,2
RD-15488,皖H54415,2025-06-06 08:14:59,42,motorcycle,1
RD-88054,苏C93737,2025-06-03 11:35:21,72,truck,2
RD-88054,京R72773,2025-06-01 06:39:46,106,car,2
RD-80345,渝R75103,2025-06-03 05:21:06,87,truck,3
RD-68269,晋G72243,2025-06-05 16:13:43,87,car,2
RD-41787,粤T34101,2025-06-06 18:53:28,38,bus,4
RD-50204,蒙V14604,2025-06-04 08:04:04,29,motorcycle,2
RD-47857,湘E79189,2025-06-03 08:49:50,32,car,1
RD-12077,闽U44628,2025-06-04 21:56:39,47,car,1
RD-88054,甘M45035,2025-06-02 09:31:24,99,car,3
RD-10255,粤F52737,2025-06-02 11:56:29,84,car,1
RD-89119,沪F90948,2025-06-06 14:31:50,113,car,2
RD-41787,辽M45508,2025-06-03 17:47:19,55,bus,1
RD-40171,浙E09063,2025-06-05 09:14:46,108,car,3
RD-75458,川B36269,2025-06-02 07:10:56,26,motorcycle,3
RD-29468,晋G72243,2025-06-06 14:26:45,78,bus,3
RD-32096,湘E88250,2025-06-02 04:23:13,100,motorcycle,3
RD-73274,苏P06588,2025-06-05 07:53:54,34,bus,4
RD-92582,沪V95916,2025-06-04 15:54:33,72,car,2
RD-73274,琼S50287,2025-06-06 15:52:48,45,bus,3
RD-29468,鄂W76132,2025-06-07 18:14:34,29,bus,1
RD-14705,闽N73620,2025-06-04 03:48:44,109,motorcycle,4
RD-30428,闽N73620,2025-06-01 15:21:07,100,truck,2
RD-88054,黑S82949,2025-06-04 14:37:00,81,bus,4
RD-92582,鄂S79160,2025-06-06 23:02:39,65,car,2
RD-37171,青X53906,2025-06-03 17:42:15,16,car,4
RD-40951,云W23200,2025-06-07 17:31:57,54,motorcycle,2
RD-77987,鄂S79160,2025-06-03 18:23:06,43,car,3
RD-94800,豫F43722,2025-06-07 19:40:05,70,motorcycle,4
RD-40171,藏W75644,2025-06-06 19:17:20,105,car,3
RD-12077,黑T50083,2025-06-06 01:53:42,49,bus,2
RD-59012,津W80368,2025-06-04 16:46:08,113,bus,4
RD-47857,青V56332,2025-06-01 17:37:07,44,car,4
RD-75458,晋Y81799,2025-06-02 13:50:39,80,truck,2
RD-11106,湘G80174,2025-06-06 07:19:06,42,car,2
RD-10255,豫E26739,2025-06-03 06:55:05,44,motorcycle,2
RD-29468,新V80898,2025-06-02 21:13:20,97,motorcycle,3
RD-60026,豫E26739,2025-06-02 08:24:37,37,truck,1
RD-60026,新A02228,2025-06-03 18:51:25,23,car,1
RD-38518,藏Z93839,2025-06-02 16:16:45,56,car,3
RD-32096,鄂U07329,2025-06-01 07:27:19,25,bus,2
RD-89119,鄂Y52875,2025-06-02 22:43:04,42,car,2
RD-94800,青U72317,2025-06-02 06:44:31,116,motorcycle,2
RD-59012,沪C83080,2025-06-01 16:21:26,57,motorcycle,4
RD-88767,粤E45931,2025-06-06 22:29:39,63,bus,1
RD-73274,川E47801,2025-06-02 10:04:05,40,truck,1
RD-41787,蒙S93370,2025-06-05 20:41:29,59,bus,4
RD-11106,辽C29212,2025-06-06 21:05:09,98,bus,1
RD-15488,晋T23953,2025-06-07 19:29:05,96,truck,3
RD-75458,苏U04401,2025-06-06 08:49:53,24,truck,4
RD-74461,豫R23105,2025-06-01 17:19:09,25,truck,3
RD-89613,黑Q95251,2025-06-03 06:36:54,76,car,1
RD-59045,川E47801,2025-06-06 00:44:57,75,bus,3
RD-11106,鲁Z15634,2025-06-05 07:52:36,22,truck,4
RD-19332,豫A28796,2025-06-07 19:15:47,113,motorcycle,3
RD-88767,湘K44826,2025-06-04 10:24:14,98,truck,3
RD-40951,青U82636,2025-06-05 16:26:23,78,truck,1
RD-40171,渝S62730,2025-06-03 08:11:58,31,car,1
RD-68049,辽Z45626,2025-06-06 21:45:17,112,truck,2
RD-70214,宁Q53247,2025-06-05 18:52:51,23,truck,2
RD-65194,鲁Y40405,2025-06-03 07:59:11,46,bus,2
RD-50199,粤F52737,2025-06-02 19:55:27,46,motorcycle,3
RD-41787,渝Q32693,2025-06-01 07:55:19,35,bus,2
RD-40951,渝P07696,2025-06-07 06:57:55,91,motorcycle,2
RD-68269,蒙S93370,2025-06-04 20:11:46,82,motorcycle,3
RD-30428,津R98673,2025-06-02 01:00:10,42,bus,4
RD-74461,鲁Z76351,2025-06-06 15:42:37,75,bus,2
RD-92582,津D03375,2025-06-04 19:11:46,51,motorcycle,3
RD-77987,青Z14074,2025-06-07 07:48:24,15,car,1
RD-51757,琼S50287,2025-06-05 17:28:13,52,car,1
RD-92582,黑S82949,2025-06-04 17:24:31,32,truck,3
RD-60026,津A48430,2025-06-04 08:08:23,49,car,1
RD-92869,辽H98234,2025-06-03 17:55:22,34,bus,3
RD-94800,沪C83080,2025-06-05 01:02:20,102,motorcycle,3
RD-50199,皖V00041,2025-06-06 17:24:36,21,truck,4
RD-41787,苏N25213,2025-06-03 17:26:45,42,motorcycle,3
RD-47857,黑V11836,2025-06-01 20:20:47,43,motorcycle,2
RD-63576,闽M09800,2025-06-06 19:10:06,87,car,1
RD-77987,晋Y81799,2025-06-06 07:39:28,38,motorcycle,3
RD-41935,渝R75103,2025-06-05 06:23:31,76,car,1
RD-29468,苏P06588,2025-06-05 08:45:40,21,car,3
RD-11106,苏R45376,2025-06-07 01:46:04,119,motorcycle,4
RD-18149,陕W13339,2025-06-04 08:27:17,50,bus,1
RD-73274,闽M09800,2025-06-07 16:32:55,53,motorcycle,4
RD-14705,苏R45376,2025-06-05 18:05:53,40,bus,4
RD-76046,新F67512,2025-06-04 08:22:30,22,car,3
RD-18149,黑J54290,2025-06-05 05:52:23,53,bus,4
RD-40171,鄂Q42996,2025-06-01 17:00:00,45,motorcycle,4
RD-14705,皖J96851,2025-06-04 08:37:05,27,bus,2
RD-50204,青X53906,2025-06-06 08:59:56,20,car,4
RD-30428,鲁B06252,2025-06-07 14:33:39,45,motorcycle,4
RD-37171,京R72773,2025-06-01 15:46:49,48,motorcycle,2
RD-32096,陕W08395,2025-06-07 08:48:34,51,truck,3
RD-13357,渝T72068,2025-06-01 07:26:34,20,truck,3
RD-11106,宁D90487,2025-06-07 11:40:34,114,truck,3
RD-89613,豫Q81113,2025-06-03 17:26:10,16,bus,3
RD-65194,甘S37505,2025-06-03 08:32:27,43,motorcycle,3
RD-63576,京T06403,2025-06-04 18:30:50,20,car,4
RD-17303,豫A28796,2025-06-07 19:45:11,104,car,4
RD-59852,沪V95916,2025-06-01 07:51:47,41,truck,4
RD-74461,苏L67659,2025-06-07 23:02:55,75,bus,3
RD-59752,晋L72697,2025-06-07 00:57:51,103,bus,3
RD-29468,沪L00929,2025-06-04 08:38:15,17,car,4
RD-19332,苏H71917,2025-06-04 06:16:05,76,truck,4
RD-89119,豫W80806,2025-06-07 07:34:09,26,motorcycle,3
RD-73274,渝Y32710,2025-06-07 00:13:41,50,car,4
RD-68269,桂H97026,2025-06-03 19:36:00,112,car,3
RD-81084,皖Q65698,2025-06-06 08:14:28,30,motorcycle,1
RD-75458,桂Z80717,2025-06-04 19:26:56,102,truck,2
RD-40951,皖H54415,2025-06-05 19:02:11,88,truck,1
RD-17303,皖J96851,2025-06-06 00:35:32,51,car,2
RD-13357,沪L00929,2025-06-02 17:37:02,39,car,4
RD-73274,京T06403,2025-06-06 18:37:18,25,truck,1
RD-70214,贵E06641,2025-06-02 07:52:23,38,car,1
RD-37171,黑Q95251,2025-06-07 07:53:15,22,bus,4
RD-17303,桂U75373,2025-06-05 21:17:47,120,truck,3
RD-15488,闽W83036,2025-06-06 20:45:07,47,truck,2
RD-50204,陕G56290,2025-06-07 22:20:40,90,car,1
