road_id,record_time,avg_speed,traffic_flow,jam_level,congestion_index
RD-75458,2025-06-04 01:35:28,35.9,280,3,0.35
RD-81084,2025-06-05 06:04:36,79.3,119,2,9.8
RD-73274,2025-06-04 08:14:04,25.6,716,5,7.5
RD-74461,2025-06-01 04:27:12,39.8,295,1,1.12
RD-68049,2025-06-04 19:58:43,47.2,518,1,4.41
RD-29468,2025-06-03 12:11:51,76.0,199,2,5.21
RD-14705,2025-06-01 15:45:05,84.9,313,2,1.88
RD-42922,2025-06-05 17:15:55,37.9,1272,3,9.64
RD-63576,2025-06-01 07:49:19,11.1,324,4,8.09
RD-89613,2025-06-07 21:22:10,73.2,145,3,3.27
RD-51757,2025-06-04 20:15:36,51.8,295,2,5.02
RD-15488,2025-06-04 09:27:00,80.8,267,3,7.78
RD-89613,2025-06-02 19:50:21,47.8,431,3,3.61
RD-59045,2025-06-04 06:18:13,37.6,533,2,2.02
RD-11106,2025-06-07 09:15:27,39.5,281,1,7.0
RD-68049,2025-06-01 08:39:04,28.0,811,3,9.76
RD-81084,2025-06-05 03:46:07,33.5,16,2,1.7
RD-13357,2025-06-02 07:07:07,30.1,1052,4,4.7
RD-50199,2025-06-06 15:12:41,63.8,201,2,8.47
RD-50199,2025-06-04 05:09:51,58.7,312,2,8.13
RD-65194,2025-06-07 18:39:19,30.0,1434,5,8.26
RD-19332,2025-06-01 08:31:10,9.2,847,4,6.54
RD-41787,2025-06-05 15:53:36,75.1,409,1,0.62
RD-88054,2025-06-03 06:06:15,68.5,349,3,5.57
RD-32096,2025-06-02 08:17:36,26.5,923,3,2.64
RD-50199,2025-06-01 10:33:59,35.7,373,1,6.87
RD-29468,2025-06-03 06:56:53,42.0,135,2,5.56
RD-11106,2025-06-02 12:38:23,33.1,384,2,8.76
RD-77987,2025-06-04 14:10:21,49.7,447,3,5.05
RD-75458,2025-06-02 17:53:45,18.6,979,4,7.28
RD-88054,2025-06-06 16:54:55,35.5,386,1,9.72
RD-50199,2025-06-04 06:19:18,81.7,169,2,9.53
RD-13357,2025-06-07 06:13:48,33.2,447,3,8.5
RD-38518,2025-06-05 08:55:19,8.2,485,5,8.03
RD-40951,2025-06-07 08:35:54,39.9,1454,3,4.16
RD-88054,2025-06-04 15:56:48,86.0,168,2,7.81
RD-47857,2025-06-06 07:30:49,40.9,1302,3,5.54
RD-47857,2025-06-01 18:10:29,31.2,985,3,8.92
RD-60026,2025-06-05 13:04:19,79.8,255,2,7.14
RD-40171,2025-06-03 18:51:20,21.5,473,4,5.98
RD-89119,2025-06-05 19:12:04,75.2,188,3,5.77
RD-10255,2025-06-04 06:02:15,78.7,233,3,3.22
RD-13357,2025-06-01 08:20:09,35.4,1073,3,4.48
RD-59012,2025-06-05 06:42:46,91.9,52,1,8.48
RD-59012,2025-06-01 19:03:02,46.8,81,2,2.11
RD-88767,2025-06-05 03:13:32,48.5,87,2,9.76
RD-76046,2025-06-03 01:53:14,57.0,164,1,9.51
RD-19332,2025-06-07 15:42:55,74.7,141,1,6.1
RD-50204,2025-06-01 11:49:55,87.6,164,1,3.47
RD-81084,2025-06-06 19:05:13,91.3,179,2,5.53
RD-94800,2025-06-04 00:16:42,63.9,255,1,9.32
RD-63576,2025-06-05 07:47:47,11.7,1445,4,5.49
RD-59045,2025-06-02 03:01:27,58.1,487,3,3.82
RD-77987,2025-06-06 17:06:05,40.4,806,4,8.56
RD-11106,2025-06-04 07:52:11,12.8,1039,5,9.95
RD-76046,2025-06-01 17:50:54,29.6,1453,5,9.8
RD-65194,2025-06-02 17:10:45,27.8,375,4,8.96
RD-41935,2025-06-06 18:01:53,21.4,1318,5,4.54
RD-89613,2025-06-03 11:36:52,63.4,390,2,1.38
RD-50204,2025-06-02 02:10:28,67.3,355,2,5.01
RD-77987,2025-06-06 19:30:59,34.5,467,2,6.72
RD-42510,2025-06-07 07:44:46,35.3,463,5,7.82
RD-92582,2025-06-05 18:52:23,41.5,1363,5,5.57
RD-19332,2025-06-07 08:56:53,19.1,808,5,8.84
RD-32096,2025-06-06 13:17:06,61.1,411,2,3.98
RD-41787,2025-06-06 08:29:04,38.2,712,5,6.26
RD-60026,2025-06-07 07:29:54,24.9,1443,5,1.56
RD-70214,2025-06-05 06:41:20,50.0,147,1,6.79
RD-29468,2025-06-06 16:58:00,64.5,502,1,0.36
RD-65814,2025-06-02 17:57:56,24.5,1462,4,8.59
RD-80345,2025-06-01 16:11:20,83.5,397,1,5.67
RD-59752,2025-06-01 18:38:13,15.0,1064,4,6.42
RD-28356,2025-06-01 14:57:45,87.5,467,1,0.75
RD-51757,2025-06-03 07:56:16,18.8,1174,4,9.94
RD-13357,2025-06-01 15:02:35,42.0,205,3,0.45
RD-65814,2025-06-05 17:19:21,16.9,1257,4,6.5
RD-70214,2025-06-02 15:16:28,46.6,294,2,2.36
RD-59012,2025-06-02 06:25:44,84.2,393,2,1.29
RD-88767,2025-06-07 18:52:14,18.1,618,3,0.98
RD-73274,2025-06-07 18:45:29,28.9,723,5,7.73
RD-19332,2025-06-06 21:21:03,67.2,422,2,9.84
RD-51757,2025-06-05 06:57:22,63.7,231,3,1.7
RD-28356,2025-06-03 18:34:14,15.2,831,4,8.3
RD-37171,2025-06-04 18:36:18,38.9,1046,5,7.44
RD-65194,2025-06-07 16:44:48,35.8,295,2,4.16
RD-30428,2025-06-07 07:50:51,41.6,713,5,9.67
RD-73274,2025-06-02 17:23:21,20.2,403,3,1.04
RD-29468,2025-06-01 06:58:12,40.2,344,2,8.53
RD-19332,2025-06-03 07:25:01,21.6,772,5,7.24
RD-47857,2025-06-06 07:08:29,28.2,827,3,9.5
RD-40951,2025-06-03 18:08:52,22.8,844,4,7.68
RD-11106,2025-06-05 06:42:46,36.0,318,3,9.72
RD-41787,2025-06-05 18:49:12,41.0,784,3,9.86
RD-89119,2025-06-01 08:49:08,14.3,1070,4,0.54
RD-59752,2025-06-06 17:48:45,10.8,1458,4,9.66
RD-73274,2025-06-07 15:31:55,50.8,92,2,3.58
RD-41935,2025-06-05 11:48:05,87.7,189,1,8.62
RD-74461,2025-06-05 14:57:04,61.0,239,3,2.21
RD-13357,2025-06-05 17:07:53,32.7,1052,4,6.26
RD-42922,2025-06-02 06:06:10,72.7,522,3,8.25
RD-73274,2025-06-04 08:16:18,17.9,963,4,7.41
RD-59852,2025-06-05 19:10:17,55.6,408,3,8.95
RD-40951,2025-06-04 21:03:51,36.7,329,2,6.5
RD-19332,2025-06-04 14:27:30,70.3,378,2,7.91
RD-73274,2025-06-02 18:21:48,28.3,1044,3,5.58
RD-74461,2025-06-01 23:18:29,57.5,299,2,0.26
RD-70214,2025-06-04 14:40:51,89.2,195,2,9.48
RD-65194,2025-06-02 21:24:50,52.3,249,1,8.54
RD-60026,2025-06-05 13:48:16,62.3,178,2,2.32
RD-10255,2025-06-05 16:19:17,82.9,122,3,1.04
RD-40171,2025-06-04 02:20:12,93.8,419,2,1.51
RD-65814,2025-06-05 07:34:26,8.9,761,4,9.5
RD-59045,2025-06-02 08:24:13,23.3,1372,3,6.05
RD-10255,2025-06-04 23:00:50,65.5,345,2,2.71
RD-13357,2025-06-02 08:32:24,25.4,864,3,9.52
RD-50204,2025-06-05 06:01:25,41.2,192,1,3.77
RD-50199,2025-06-01 06:29:23,92.8,403,1,6.71
RD-29468,2025-06-06 16:59:10,66.6,495,3,1.33
RD-17303,2025-06-05 20:46:08,84.5,132,2,9.26
RD-37171,2025-06-03 01:04:38,35.6,224,2,2.69
RD-38518,2025-06-01 12:58:52,76.0,419,1,9.96
RD-94800,2025-06-02 07:11:45,17.4,322,5,9.65
RD-68049,2025-06-02 17:41:00,35.9,1218,5,8.21
RD-12077,2025-06-01 17:45:41,11.2,544,5,5.73
RD-74461,2025-06-01 22:11:35,65.8,431,1,5.82
RD-89613,2025-06-04 19:29:10,43.8,74,2,7.28
RD-59045,2025-06-04 04:48:35,38.5,328,1,6.94
RD-60026,2025-06-06 13:51:17,43.1,100,2,2.48
RD-50204,2025-06-03 06:26:46,33.4,515,1,4.19
RD-75458,2025-06-05 18:29:21,25.3,416,5,1.04
RD-70214,2025-06-04 17:12:49,24.5,624,3,7.87
RD-40171,2025-06-06 21:13:30,56.1,473,1,8.95
RD-19332,2025-06-03 02:45:40,81.7,127,3,6.44
RD-40951,2025-06-03 07:36:07,17.4,1043,3,3.42
RD-50204,2025-06-04 08:14:51,40.0,1092,4,6.22
RD-77987,2025-06-01 18:59:04,35.0,1024,3,9.69
RD-88054,2025-06-05 10:44:13,58.0,260,1,0.41
RD-70214,2025-06-05 17:51:12,33.6,551,3,6.66
RD-59752,2025-06-02 06:17:40,34.4,421,1,1.38
RD-59012,2025-06-01 18:16:54,24.8,1239,3,6.31
RD-70214,2025-06-04 12:48:02,70.6,528,2,8.66
RD-14705,2025-06-05 16:59:14,58.0,54,1,3.8
RD-59752,2025-06-03 17:54:57,34.9,491,5,6.42
RD-42922,2025-06-05 07:00:33,42.0,1298,5,1.68
RD-40951,2025-06-03 02:59:24,78.6,389,3,5.42
RD-14705,2025-06-05 10:41:15,56.6,480,2,8.47
RD-14705,2025-06-06 07:31:52,10.6,312,4,7.68
RD-70214,2025-06-04 06:19:31,44.0,364,3,8.67
RD-68049,2025-06-01 17:44:08,9.3,1380,5,5.54
RD-60026,2025-06-01 11:03:06,83.2,437,2,6.43
RD-32096,2025-06-07 19:58:22,78.7,360,3,4.94
RD-68269,2025-06-07 18:56:26,15.1,827,3,8.84
RD-89613,2025-06-04 08:11:32,33.8,1435,5,3.06
RD-42510,2025-06-02 17:42:44,33.1,1143,3,3.24
RD-59852,2025-06-04 13:11:33,59.5,53,3,0.09
RD-29468,2025-06-05 16:46:17,41.0,394,2,5.67
RD-65814,2025-06-04 22:38:13,67.5,137,2,6.2
RD-59852,2025-06-02 16:13:04,73.7,355,1,2.95
RD-68269,2025-06-03 20:51:15,61.7,427,3,7.88
RD-50199,2025-06-07 22:45:47,92.9,371,2,1.04
RD-81084,2025-06-03 16:45:07,55.3,465,3,4.27
RD-19332,2025-06-02 19:51:11,58.1,321,2,5.72
RD-88767,2025-06-03 09:09:44,51.9,186,1,3.05
RD-88767,2025-06-07 01:07:06,54.0,362,2,9.01
RD-63576,2025-06-01 17:19:07,23.6,1473,3,5.09
RD-73274,2025-06-04 13:55:37,69.0,184,2,2.35
RD-32096,2025-06-02 20:10:46,46.2,165,1,7.87
RD-18149,2025-06-04 06:03:10,54.1,459,2,3.89
RD-80345,2025-06-04 08:57:00,13.7,631,3,8.74
RD-59012,2025-06-02 22:38:51,73.9,150,2,3.77
RD-51757,2025-06-06 14:10:13,67.1,270,1,4.65
RD-89119,2025-06-04 17:55:32,31.8,1523,4,7.38
RD-50199,2025-06-02 18:41:32,38.3,812,4,6.38
RD-80345,2025-06-03 10:55:35,45.1,140,3,3.82
RD-40951,2025-06-02 07:42:14,26.4,1466,4,8.18
RD-80345,2025-06-03 06:34:38,42.6,117,1,6.29
RD-18149,2025-06-04 08:10:24,36.5,1208,3,5.17
RD-59852,2025-06-06 08:40:02,21.5,376,4,6.22
RD-92869,2025-06-04 19:07:18,29.4,330,2,5.51
RD-17303,2025-06-04 07:29:02,10.2,939,3,6.57
RD-88767,2025-06-07 14:56:38,34.3,438,1,9.05
RD-92869,2025-06-04 19:42:26,85.4,250,2,5.4
RD-68269,2025-06-03 18:38:01,33.0,1435,4,7.77
RD-18149,2025-06-03 06:00:50,84.0,368,3,0.81
RD-94800,2025-06-05 01:28:50,54.1,256,3,8.48
RD-70214,2025-06-06 07:21:43,29.9,1413,4,8.86
RD-50199,2025-06-05 21:32:31,67.3,226,3,5.03
RD-77987,2025-06-04 05:05:47,62.4,45,3,1.39
RD-60026,2025-06-07 15:06:12,48.7,152,2,4.93
RD-50199,2025-06-02 17:06:59,17.6,481,5,1.48
RD-15488,2025-06-06 19:12:26,75.8,293,2,2.1
RD-15488,2025-06-06 12:42:46,38.4,285,3,0.07
RD-19332,2025-06-05 21:14:01,38.7,253,3,3.2
RD-76046,2025-06-05 06:42:28,79.7,292,2,6.37
RD-32096,2025-06-01 07:41:45,35.8,897,4,8.62
RD-70214,2025-06-06 17:40:53,35.8,1481,5,8.76
RD-59852,2025-06-01 05:34:15,33.4,370,1,0.1
RD-42922,2025-06-03 17:13:26,25.9,1316,4,6.01
RD-12077,2025-06-06 09:18:49,47.3,470,3,0.45
RD-47857,2025-06-07 04:17:35,35.8,345,2,7.65
RD-76046,2025-06-03 18:54:07,32.4,510,3,7.32
RD-42922,2025-06-05 19:28:24,64.5,370,2,3.83
RD-75458,2025-06-02 21:52:15,49.5,181,2,3.79
RD-73274,2025-06-01 08:08:08,22.2,629,3,1.18
RD-15488,2025-06-04 17:17:41,37.6,761,3,2.0
RD-60026,2025-06-04 17:01:52,15.9,1378,3,6.55
RD-59852,2025-06-03 21:06:50,61.0,252,1,7.55
RD-15488,2025-06-06 17:46:15,25.3,822,4,8.31
RD-59852,2025-06-01 19:16:11,32.6,303,2,6.29
RD-51757,2025-06-05 18:11:16,31.9,1346,4,6.56
RD-63576,2025-06-01 06:00:48,83.4,452,2,3.73
RD-32096,2025-06-02 06:56:04,73.6,268,3,2.2
RD-50204,2025-06-06 14:31:19,27.0,338,3,6.69
RD-30428,2025-06-07 08:12:28,25.3,972,3,6.11
RD-47857,2025-06-07 08:03:26,18.6,303,5,7.47
RD-50199,2025-06-06 20:24:00,53.9,177,3,6.63
RD-29468,2025-06-02 06:03:26,59.7,436,2,1.35
RD-89613,2025-06-01 17:09:51,21.7,774,5,1.3
RD-89613,2025-06-02 07:42:33,35.1,1110,3,1.62
RD-92869,2025-06-01 08:29:55,15.2,916,3,5.04
RD-41935,2025-06-04 11:17:43,58.3,516,2,1.32
RD-94800,2025-06-02 08:31:20,18.2,715,3,7.72
RD-32096,2025-06-03 06:34:51,92.8,79,2,1.01
RD-59852,2025-06-06 08:55:14,34.1,1037,3,2.98
RD-70214,2025-06-01 01:08:56,33.7,359,3,7.33
RD-76046,2025-06-04 18:07:51,13.9,481,3,8.31
RD-40171,2025-06-02 06:45:02,71.9,192,1,1.93
RD-41787,2025-06-01 18:42:20,23.9,1127,3,8.44
RD-13357,2025-06-01 18:20:18,32.0,1120,3,4.78
RD-42510,2025-06-05 18:43:43,33.8,415,3,8.4
RD-18149,2025-06-06 13:19:40,36.8,223,3,9.08
RD-29468,2025-06-03 22:29:51,55.9,473,3,8.46
RD-15488,2025-06-03 19:16:45,85.6,146,2,9.61
RD-50199,2025-06-02 17:34:17,37.0,741,4,6.73
RD-19332,2025-06-01 00:34:56,68.0,296,1,7.37
RD-92869,2025-06-05 06:52:12,76.2,282,2,9.82
RD-40171,2025-06-02 08:57:15,29.9,1439,3,5.34
RD-63576,2025-06-04 11:56:25,65.3,313,3,1.86
RD-60026,2025-06-06 14:12:00,51.7,207,3,8.96
RD-41935,2025-06-01 16:57:16,45.9,477,3,9.08
RD-10255,2025-06-07 21:43:19,56.6,413,3,9.0
RD-15488,2025-06-05 10:20:55,79.4,351,1,5.41
RD-75458,2025-06-04 09:46:11,43.9,306,3,4.13
RD-59045,2025-06-03 09:56:30,38.5,73,2,6.65
RD-63576,2025-06-03 08:24:42,26.7,1284,3,5.06
RD-30428,2025-06-04 17:32:15,10.5,872,5,5.06
RD-81084,2025-06-04 17:11:17,34.3,579,4,1.4
RD-70214,2025-06-03 09:36:18,74.2,491,3,0.8
RD-59752,2025-06-03 10:06:52,86.9,367,3,8.36
RD-41935,2025-06-03 06:58:03,61.4,450,1,2.45
RD-38518,2025-06-04 16:36:32,70.9,320,1,3.29
RD-68269,2025-06-02 01:22:45,83.6,281,1,5.79
RD-17303,2025-06-02 18:18:40,21.9,1184,5,7.2
RD-65194,2025-06-06 08:13:28,25.4,887,4,8.75
RD-42922,2025-06-03 08:43:38,9.0,1215,4,7.43
RD-88767,2025-06-03 07:03:50,12.4,1132,5,9.2
RD-68269,2025-06-01 19:16:13,89.2,304,2,2.56
RD-65194,2025-06-07 17:24:05,26.3,794,4,8.75
RD-18149,2025-06-06 07:58:29,23.1,1031,4,9.79
RD-77987,2025-06-06 14:06:34,46.1,96,3,1.0
RD-42510,2025-06-01 10:15:39,88.3,486,2,4.68
RD-12077,2025-06-04 19:15:36,63.1,97,2,0.61
RD-92869,2025-06-03 08:58:04,14.7,426,3,9.42
RD-68269,2025-06-06 08:54:41,23.0,396,4,9.25
RD-76046,2025-06-05 12:02:04,83.9,67,1,6.92
RD-75458,2025-06-02 06:50:32,40.2,240,1,8.5
RD-40951,2025-06-06 07:43:31,37.5,712,4,0.84
RD-11106,2025-06-06 19:11:31,36.2,280,1,3.1
RD-41935,2025-06-01 17:01:22,28.0,1185,3,6.66
RD-40951,2025-06-06 07:24:03,18.5,543,5,6.32
RD-80345,2025-06-07 07:47:40,12.8,741,5,5.05
RD-59752,2025-06-06 06:47:02,79.4,236,3,9.32
RD-40951,2025-06-02 07:11:25,17.8,358,4,8.95
RD-19332,2025-06-01 17:59:33,33.8,929,4,1.9
RD-15488,2025-06-01 07:33:12,27.7,674,3,7.91
RD-89119,2025-06-07 18:06:08,33.3,947,3,4.56
RD-68269,2025-06-05 16:45:32,31.5,454,1,3.05
RD-11106,2025-06-01 12:25:27,62.1,121,3,1.21
RD-13357,2025-06-07 08:02:06,13.6,1352,3,5.76
RD-81084,2025-06-06 07:44:20,9.6,404,3,6.76
RD-94800,2025-06-01 02:05:07,33.9,137,2,6.02
RD-59012,2025-06-07 08:38:41,18.6,806,5,9.6
RD-68049,2025-06-06 19:58:01,71.8,168,2,8.42
RD-17303,2025-06-07 13:54:36,92.9,140,1,1.82
RD-74461,2025-06-01 18:59:52,22.5,1352,3,6.08
RD-50199,2025-06-05 17:33:21,25.5,1087,5,8.88
RD-10255,2025-06-01 08:16:33,29.2,1180,5,6.8
RD-81084,2025-06-06 08:12:42,33.9,1283,3,5.75
RD-59852,2025-06-05 08:45:54,10.1,1514,3,9.64
RD-80345,2025-06-06 18:38:53,25.4,1138,4,9.65
RD-10255,2025-06-07 18:58:20,23.6,1506,3,8.06
RD-80345,2025-06-02 11:05:13,73.6,202,3,0.99
RD-12077,2025-06-06 16:50:18,83.0,187,2,6.61
RD-11106,2025-06-07 06:23:13,36.7,336,3,3.5
RD-74461,2025-06-03 17:15:41,36.9,991,5,5.19
RD-40951,2025-06-07 07:48:25,9.9,1287,3,6.4
RD-75458,2025-06-06 17:19:34,24.8,1262,4,9.53
RD-65814,2025-06-01 19:46:49,79.2,261,1,2.71
RD-10255,2025-06-06 17:36:59,22.1,1295,4,9.34
RD-42510,2025-06-07 06:14:01,49.3,239,2,3.2
RD-47857,2025-06-05 09:57:31,86.0,198,2,9.92
RD-59045,2025-06-03 08:48:35,7.6,870,3,2.16
RD-81084,2025-06-04 09:54:04,50.0,91,3,3.17
RD-77987,2025-06-01 08:43:34,21.0,1026,3,6.68
RD-42510,2025-06-01 09:31:53,59.4,462,2,4.06
RD-42510,2025-06-03 18:34:00,27.5,800,5,8.84
RD-40171,2025-06-06 08:45:43,31.2,654,4,7.78
RD-59752,2025-06-01 18:06:51,36.1,1373,5,8.72
RD-41935,2025-06-02 23:44:37,70.3,230,2,6.52
RD-30428,2025-06-03 03:21:58,36.2,186,1,9.22
RD-92869,2025-06-03 18:26:45,34.9,890,3,2.86
RD-59852,2025-06-07 16:19:08,58.3,52,3,4.78
RD-88054,2025-06-06 17:28:03,29.1,772,4,2.88
RD-65194,2025-06-03 19:48:48,44.2,109,3,1.2
RD-68049,2025-06-07 13:59:38,42.7,283,2,7.72
RD-11106,2025-06-04 21:50:31,71.8,305,2,2.69
RD-13357,2025-06-01 03:38:04,57.6,247,2,4.48
RD-70214,2025-06-06 17:25:25,18.7,1090,3,0.36
RD-59752,2025-06-03 21:10:14,43.6,332,1,3.1
RD-89119,2025-06-05 09:34:10,46.3,405,1,8.18
RD-40951,2025-06-04 22:03:48,61.1,152,3,8.86
RD-59012,2025-06-07 20:11:35,30.3,226,2,4.45
RD-18149,2025-06-04 14:42:01,66.2,165,2,4.37
RD-68269,2025-06-03 07:49:51,29.9,1212,5,7.9
RD-73274,2025-06-01 17:11:36,18.8,529,5,6.26
RD-73274,2025-06-06 14:51:40,64.3,493,3,7.91
RD-74461,2025-06-02 15:53:50,90.9,389,2,5.07
RD-59045,2025-06-06 15:16:22,38.9,489,2,7.15
RD-76046,2025-06-02 07:54:36,27.7,958,3,9.7
RD-38518,2025-06-04 18:53:53,43.2,299,3,0.4
RD-12077,2025-06-06 11:21:32,84.6,119,3,2.37
RD-28356,2025-06-05 21:17:43,48.6,114,3,7.68
RD-59752,2025-06-05 19:38:03,81.2,377,1,3.46
RD-68049,2025-06-01 00:01:17,39.7,436,2,6.09
RD-59852,2025-06-03 20:03:22,83.6,365,2,9.43
RD-41935,2025-06-01 00:13:18,39.4,275,1,1.62
RD-59045,2025-06-05 03:49:47,80.4,96,2,3.76
RD-89613,2025-06-01 09:33:42,44.4,317,1,9.32
RD-42922,2025-06-06 11:56:45,77.7,279,1,7.89
RD-89119,2025-06-04 18:46:59,32.4,525,3,0.28
RD-18149,2025-06-01 14:40:24,73.0,496,1,6.81
RD-68049,2025-06-03 09:21:44,48.3,401,1,0.29
RD-17303,2025-06-06 09:38:39,70.4,192,1,6.97
RD-17303,2025-06-07 18:04:48,37.7,701,3,5.59
RD-47857,2025-06-01 08:45:50,27.5,484,4,6.82
RD-42922,2025-06-03 06:09:39,74.1,363,2,0.18
RD-12077,2025-06-05 14:51:15,54.1,341,1,0.59
RD-75458,2025-06-03 17:53:21,21.2,581,4,8.23
RD-88054,2025-06-04 13:55:58,28.1,467,2,2.53
RD-81084,2025-06-05 07:24:53,16.8,331,4,5.14
RD-42922,2025-06-03 18:45:09,6.4,930,4,4.14
RD-47857,2025-06-05 18:37:29,31.4,1149,4,8.52
RD-60026,2025-06-04 06:44:34,36.0,455,3,3.9
RD-89119,2025-06-02 07:47:03,30.5,474,4,0.84
RD-65194,2025-06-03 08:28:22,16.5,734,4,7.07
RD-13357,2025-06-04 21:07:18,30.5,76,1,0.78
RD-17303,2025-06-05 18:11:18,17.3,976,5,8.95
RD-50204,2025-06-05 07:10:54,36.4,496,3,5.09
RD-47857,2025-06-05 10:46:27,90.8,68,3,8.78
RD-15488,2025-06-05 08:10:55,35.6,640,4,5.65
RD-18149,2025-06-03 10:17:08,40.1,346,2,0.89
RD-59752,2025-06-01 10:10:27,46.0,340,1,7.43
RD-88054,2025-06-02 17:34:44,29.6,411,3,0.28
RD-81084,2025-06-06 15:08:43,62.8,261,2,1.33
RD-88767,2025-06-02 18:35:21,31.9,1365,3,4.9
RD-89613,2025-06-05 17:32:28,42.0,1140,3,6.52
RD-47857,2025-06-03 06:20:25,90.9,100,2,2.97
RD-42922,2025-06-02 00:53:08,70.8,498,1,4.59
RD-42922,2025-06-05 17:39:46,23.0,1362,5,9.41
RD-17303,2025-06-07 15:33:52,79.4,223,1,3.53
RD-32096,2025-06-01 15:28:38,85.6,433,1,6.88
RD-14705,2025-06-01 07:43:19,22.3,695,3,9.02
RD-80345,2025-06-07 10:10:59,34.5,82,3,5.87
RD-89613,2025-06-01 07:14:12,22.3,487,5,5.44
RD-92869,2025-06-03 08:32:55,24.2,575,3,9.5
RD-28356,2025-06-07 18:29:27,15.7,1255,4,9.16
RD-70214,2025-06-03 05:58:34,46.4,79,3,9.68
RD-51757,2025-06-02 13:19:13,37.4,223,3,9.03
RD-77987,2025-06-03 17:06:25,37.6,1009,5,8.26
RD-13357,2025-06-02 06:51:21,83.0,46,3,9.03
RD-80345,2025-06-07 17:16:03,24.5,1404,4,6.38
RD-92582,2025-06-01 07:48:12,35.7,619,5,7.6
RD-68269,2025-06-04 00:27:05,69.4,507,1,2.25
RD-15488,2025-06-03 06:57:03,72.2,482,1,9.73
RD-89119,2025-06-04 19:08:31,44.6,357,2,0.98
RD-41787,2025-06-04 20:00:25,71.0,441,2,1.36
RD-89613,2025-06-02 17:38:46,31.3,1212,4,3.54
RD-59045,2025-06-07 19:01:29,50.1,440,3,2.22
RD-92582,2025-06-06 08:23:00,20.8,772,3,7.35
RD-75458,2025-06-07 07:28:26,17.7,414,3,6.68
RD-60026,2025-06-02 11:30:12,50.0,289,1,7.49
RD-73274,2025-06-05 17:21:18,19.7,1456,3,1.82
RD-19332,2025-06-02 17:02:48,37.0,1420,3,4.92
RD-40171,2025-06-05 06:10:00,54.2,349,3,7.44
RD-89119,2025-06-02 11:48:31,82.4,287,3,5.34
RD-28356,2025-06-01 18:03:37,42.2,374,4,6.45
RD-11106,2025-06-06 19:22:56,85.1,244,2,2.63
RD-40171,2025-06-01 20:23:23,83.5,377,1,6.98
RD-19332,2025-06-06 05:15:00,88.0,402,3,0.25
RD-88767,2025-06-05 08:59:38,35.4,946,4,8.2
RD-50204,2025-06-07 07:44:45,7.7,394,3,5.18
RD-15488,2025-06-02 10:16:27,68.4,472,3,1.65
RD-77987,2025-06-01 11:17:45,41.7,54,1,1.07
RD-40951,2025-06-02 17:54:34,18.7,1295,3,7.04
RD-15488,2025-06-06 10:06:22,80.8,400,2,0.94
RD-17303,2025-06-03 19:11:49,70.1,257,2,5.09
RD-42510,2025-06-06 07:46:10,44.2,1401,5,2.18
RD-70214,2025-06-06 18:32:52,17.2,398,3,3.58
RD-11106,2025-06-03 02:01:11,53.4,482,2,5.41
RD-65814,2025-06-07 07:47:31,35.8,683,3,6.54
RD-41787,2025-06-07 18:18:08,9.6,858,3,9.74
RD-51757,2025-06-02 07:05:50,33.1,354,5,6.86
RD-29468,2025-06-01 15:04:45,75.1,442,1,1.14
RD-50204,2025-06-07 18:32:17,21.9,665,4,9.78
RD-73274,2025-06-04 17:32:41,43.3,361,3,7.51
RD-50204,2025-06-07 20:09:41,44.6,159,1,6.76
RD-92582,2025-06-04 18:40:58,37.5,420,3,5.31
RD-41787,2025-06-03 18:36:27,18.0,1358,4,6.38
RD-81084,2025-06-07 08:19:31,34.1,1219,3,6.27
RD-76046,2025-06-01 07:48:19,12.5,429,5,9.64
RD-13357,2025-06-06 21:27:57,61.4,112,2,8.06
RD-89613,2025-06-04 00:10:10,76.7,328,1,4.08
RD-29468,2025-06-02 07:27:11,29.8,1282,3,9.24
RD-88767,2025-06-03 22:44:08,83.2,246,3,5.9
RD-41787,2025-06-02 14:44:17,60.4,63,2,1.97
RD-41935,2025-06-07 11:45:07,74.1,29,1,2.79
RD-88767,2025-06-02 17:22:49,23.8,599,3,7.73
RD-42922,2025-06-06 17:04:54,24.1,943,5,8.98
RD-42922,2025-06-06 09:56:40,33.7,110,2,3.48
RD-80345,2025-06-05 19:24:04,64.7,120,2,4.25
RD-47857,2025-06-01 18:45:59,21.8,368,4,9.28
RD-76046,2025-06-07 05:09:01,58.5,252,1,7.13
RD-37171,2025-06-06 09:16:50,37.4,435,2,9.27
RD-51757,2025-06-01 17:06:33,26.4,728,3,3.68
RD-40951,2025-06-06 07:46:55,16.5,1324,5,6.16
RD-94800,2025-06-05 13:06:23,48.8,319,3,4.43
RD-15488,2025-06-06 07:39:45,23.9,958,3,9.89
RD-10255,2025-06-04 07:52:11,35.7,953,4,5.0
RD-89119,2025-06-06 14:29:18,72.4,364,2,5.53
RD-76046,2025-06-07 07:00:21,21.1,458,3,8.56
RD-19332,2025-06-06 15:13:29,64.7,352,2,2.07
RD-88054,2025-06-05 08:52:39,9.9,1215,5,7.78
RD-37171,2025-06-06 07:17:05,18.4,1481,5,7.29
RD-15488,2025-06-04 08:49:03,27.4,678,3,2.4
RD-10255,2025-06-05 04:23:26,92.4,409,1,1.97
RD-40171,2025-06-04 06:28:44,82.5,101,2,2.87
RD-80345,2025-06-04 10:45:46,52.0,359,1,5.37
